32.984,33.066,33.083,33.466,33.368,33.339,33.322,33.508,33.401,33.458,33.508,33.232,33.24,33.31,33.392,33.227,33.405,33.335,33.471,33.298,33.318,33.45,33.726,33.454,33.684,33.947,33.869,33.865,34.05,34.144,33.898,34.119,34.23,34.279,34.201,34.176,34.299,34.066,34.164,34.275,34.307,34.307,34.365,34.332,34.373,34.299,34.189,34.103,34.414,34.344,34.107,34.189,34.23,34.238,34.226,34.434,34.291,34.438,34.36,34.507,34.401,34.675,34.524,34.654,34.589,34.813,34.854,34.784,34.67,34.748,34.438,34.524,34.524,34.271,34.258,34.262,34.107,34.299,34.091,33.902,34.009,33.845,33.923,33.775,33.816,33.701,33.697,33.726,33.754,33.483,33.454,33.458,33.573,33.631,33.602,33.392,33.569,33.45,33.504,33.401,33.545,33.285,33.355,33.442,33.409,33.754,33.639,33.853,33.832,33.853,33.923,34.013,33.951,33.968,34.066,34.013,33.939,34.054,34.025,33.959,34.021,34.062,34.086,34.127,34.193,34.062,34.193,34.164,34.254,34.426,34.32,34.103,34.34,34.332,34.373,34.213,34.401,34.332,34.328,34.393,34.45,34.479,34.291,34.471,34.544,34.613,34.532,34.699,34.789,34.601,34.902,34.809,34.691,34.65,34.389,34.32,34.275,34.205,33.882,34.197,33.959,34.086,33.869,33.804,33.73,33.652,33.573,33.775,33.849,34.05,33.976,33.828,33.972,33.717,33.717,33.561,33.351,33.429,33.021,33.153,33.075,33.112,33.083,33.145,33.091,32.959,32.955
33.256,33.137,33.178,33.236,33.425,33.318,33.491,33.401,33.52,33.355,33.442,33.413,33.438,33.293,33.541,33.466,33.318,33.133,33.355,33.442,33.405,33.429,33.594,33.536,33.569,33.701,33.771,33.791,33.816,33.82,33.992,33.931,34.115,34.16,33.886,33.935,33.98,34.115,34.123,34.099,34.201,34.389,34.217,34.275,34.471,34.409,34.328,34.238,34.279,34.324,34.307,34.283,34.25,34.242,34.336,34.385,34.324,34.266,34.597,34.422,34.736,34.597,34.605,34.577,34.626,34.695,34.78,34.85,34.666,34.524,34.463,34.556,34.467,34.303,34.136,34.279,33.992,34.107,34.082,33.964,34.131,33.931,33.853,33.742,33.832,33.754,33.931,33.734,33.627,33.635,33.758,33.615,33.442,33.545,33.536,33.343,33.495,33.289,33.339,33.417,33.549,33.339,33.475,33.586,33.331,33.639,33.742,33.89,33.857,33.771,33.787,33.82,33.82,33.943,34.091,33.931,33.869,33.988,33.996,34.095,34.05,34.033,34.091,34.025,34.217,34.185,34.172,34.115,34.585,34.226,34.324,34.275,34.189,34.348,34.246,34.307,34.262,34.168,34.544,34.389,34.311,34.458,34.299,34.446,34.434,34.524,34.67,34.679,34.675,34.878,34.715,34.939,34.723,34.454,34.36,34.033,34.201,34.058,33.972,34.148,34.086,33.959,33.902,33.627,33.676,33.623,33.52,33.799,33.775,33.652,33.713,33.746,33.787,33.643,33.631,33.602,33.475,33.318,33.025,32.876,32.889,32.843,33.104,32.86,33.013,32.947,33.062
33.19,33.211,33.326,33.186,33.384,33.438,33.421,33.421,33.643,33.376,33.417,33.38,33.368,33.219,33.355,33.359,33.359,33.322,33.302,33.504,33.446,33.281,33.223,33.421,33.557,33.746,33.582,33.812,33.849,33.865,33.955,34.054,34.14,33.98,34.07,34.013,33.98,34.017,34.181,34.05,34.193,34.025,34.295,34.299,34.242,34.356,34.234,34.307,34.136,34.234,34.271,34.091,34.213,34.123,34.283,34.418,34.205,34.389,34.491,34.405,34.418,34.483,34.658,34.548,34.797,34.744,34.74,34.911,34.442,34.699,34.45,34.495,34.262,34.14,34.091,34.005,34.131,34.193,33.89,33.841,33.964,33.853,33.873,33.787,33.775,33.783,33.91,33.804,33.573,33.709,33.569,33.705,33.631,33.396,33.582,33.421,33.499,33.359,33.647,33.487,33.479,33.413,33.52,33.491,33.504,33.758,33.779,33.635,33.918,33.697,33.758,33.787,33.656,33.894,33.89,33.951,33.972,33.902,34.127,34.017,34.127,34.017,34.062,34.086,34.115,34.238,34.152,34.176,34.295,34.127,34.271,34.119,34.136,34.045,34.332,34.283,34.23,34.324,34.275,34.377,34.369,34.446,34.385,34.34,34.43,34.52,34.507,34.793,34.687,34.638,34.789,34.764,34.732,34.516,34.258,34.172,34.041,34.099,33.898,34.119,33.959,33.849,33.906,33.61,33.684,33.606,33.528,33.726,33.504,33.672,33.684,33.557,33.528,33.335,33.421,33.446,33.289,33.219,32.959,32.992,33.029,32.914,33.087,32.698,32.914,32.748,32.835
33.38,33.232,33.392,33.429,33.425,33.45,33.442,33.532,33.355,33.335,33.396,33.277,33.368,33.31,33.351,33.504,33.388,33.335,33.269,33.281,33.302,33.178,33.454,33.504,33.573,33.742,33.602,33.754,33.775,33.832,33.75,33.717,33.959,33.939,33.939,33.964,34.009,33.812,34.017,34.095,34.262,34.156,34.266,34.393,34.365,34.299,34.32,34.095,34.23,34.185,34.238,34.209,34.074,34.287,34.234,34.328,34.275,34.43,34.324,34.544,34.418,34.711,34.528,34.833,34.736,34.846,34.675,34.483,34.393,34.564,34.377,34.303,34.05,34.25,34.172,34.209,34.07,34.029,34.05,33.906,33.988,33.918,34.021,33.697,33.877,33.935,33.635,33.672,33.783,33.758,33.643,33.775,33.705,33.672,33.442,33.487,33.684,33.627,33.582,33.438,33.598,33.425,33.721,33.541,33.45,33.693,33.849,33.808,33.75,33.828,33.82,33.738,33.73,33.91,33.931,33.865,33.804,33.816,33.996,33.918,34.119,33.964,34.041,33.955,34.226,34.152,34.185,34.127,34.409,34.136,34.168,34.295,34.299,34.279,34.115,34.266,34.336,34.32,34.577,34.356,34.23,34.377,34.397,34.34,34.397,34.52,34.54,34.52,34.711,34.727,34.727,34.711,34.638,34.585,34.352,34.062,33.906,33.832,33.923,33.832,33.882,33.886,33.787,33.598,33.627,33.639,33.475,33.569,33.508,33.504,33.479,33.153,33.466,33.248,33.137,33.302,33.079,33.12,32.934,32.909,32.81,32.988,32.727,32.889,32.934,32.789,32.868
33.52,33.491,33.368,33.466,33.401,33.331,33.273,33.355,33.421,33.504,33.244,33.252,33.359,33.425,33.322,33.318,33.335,33.281,33.331,33.293,33.339,33.405,33.207,33.318,33.458,33.532,33.421,33.59,33.689,33.717,33.623,33.639,33.918,33.857,33.82,33.857,33.947,33.906,33.738,34.058,34.127,33.923,34.152,34.201,34.258,34.201,34.287,34.291,34.23,34.32,34.299,34.123,34.099,34.14,34.176,34.262,34.238,34.344,34.275,34.352,34.43,34.613,34.67,34.776,34.642,34.654,34.797,34.446,34.458,34.597,34.275,34.45,34.185,34.213,34.05,34.242,34.168,34.103,33.931,33.918,34.021,34.025,33.787,33.951,33.886,33.726,33.935,33.791,33.705,33.75,33.594,33.841,33.812,33.656,33.557,33.594,33.726,33.409,33.405,33.602,33.528,33.475,33.565,33.709,33.545,33.652,33.787,33.836,33.836,33.635,33.721,33.693,33.709,33.787,33.992,33.902,33.861,33.857,34.127,33.992,34.197,34.058,34.197,34.148,34.16,34.095,34.226,34.041,34.16,34.307,34.348,34.25,34.181,34.185,34.172,34.127,34.074,34.099,34.365,34.246,34.438,34.471,34.299,34.36,34.381,34.401,34.54,34.32,34.328,34.707,34.638,34.56,34.458,34.36,34.095,33.947,33.795,33.643,33.668,33.734,33.631,33.458,33.561,33.557,33.421,33.516,33.372,33.409,33.401,33.232,33.269,33.178,33.038,33.108,32.951,32.773,32.885,32.827,32.793,32.673,32.752,32.806,32.769,32.682,32.723,32.942,32.773
33.532,33.351,33.528,33.339,33.462,33.318,33.298,33.306,33.314,33.199,33.322,33.289,33.1,33.339,33.368,33.38,33.182,33.244,33.331,33.368,33.157,33.178,33.438,33.236,33.401,33.442,33.557,33.635,33.541,33.763,33.545,33.569,33.828,33.73,33.89,33.775,33.767,33.996,33.824,33.939,34.005,33.898,34.054,34.156,33.992,34.34,34.14,34.36,34.279,34.291,34.181,34.201,34.181,34.164,34.385,34.467,34.172,34.369,34.279,34.438,34.487,34.491,34.434,34.67,34.609,34.756,34.703,34.516,34.414,34.458,34.45,34.369,34.144,34.144,34.131,34.111,34.029,34.172,33.861,34.013,33.984,34.078,34.148,33.795,33.935,33.775,33.923,33.861,33.906,33.783,33.857,33.841,33.853,33.742,33.738,33.647,33.68,33.45,33.561,33.524,33.734,33.429,33.68,33.668,33.639,33.689,33.73,33.742,33.877,33.61,33.754,33.594,33.717,33.968,33.906,33.767,33.841,34.017,34.226,34.164,34.156,34.058,34.258,34.299,34.033,34.258,34.332,34.115,34.369,34.078,34.393,34.189,34.172,34.172,34.16,34.07,34.099,34.045,34.115,34.152,34.189,34.16,34.226,34.258,34.303,34.573,34.348,34.393,34.369,34.532,34.707,34.617,34.422,34.275,34.217,33.931,33.89,33.701,33.549,33.619,33.405,33.528,33.487,33.392,33.24,33.219,33.232,33.227,32.934,33.112,32.942,32.897,32.872,32.657,32.727,32.673,32.773,32.661,32.628,32.553,32.752,32.711,32.822,32.69,32.727,32.839,32.764
33.652,33.586,33.549,33.421,33.536,33.38,33.549,33.285,33.182,33.24,33.26,33.232,33.252,33.124,33.244,33.302,33.256,33.318,33.248,33.232,33.186,33.199,33.343,33.145,33.331,33.429,33.388,33.425,33.59,33.598,33.524,33.565,33.73,33.845,33.709,33.873,33.643,33.869,33.775,33.914,33.771,33.841,33.857,33.902,33.898,34.119,34.156,34.16,34.152,34.299,34.311,34.246,34.209,34.181,34.201,34.336,34.193,34.446,34.45,34.365,34.246,34.544,34.605,34.54,34.609,34.784,34.528,34.532,34.311,34.454,34.287,34.221,34.127,34.242,34.029,34.062,34.062,34.127,33.832,34.033,34.05,33.902,33.836,33.882,33.89,33.955,33.849,33.832,33.898,33.746,33.939,33.742,33.61,33.89,33.709,33.693,33.697,33.462,33.606,33.668,33.672,33.668,33.738,33.553,33.615,33.68,33.491,33.602,33.569,33.553,33.602,33.602,33.701,33.573,33.898,33.877,33.992,33.927,34.099,34.086,34.275,34.095,34.377,34.25,34.217,34.279,34.172,34.119,34.266,34.205,34.352,34.271,34.234,34.324,33.98,33.918,34.176,34.123,34.14,34.23,34.082,34.234,34.238,34.23,34.393,34.409,34.442,34.52,34.609,34.585,34.626,34.654,34.373,34.164,34.181,33.923,33.771,33.697,33.326,33.351,33.203,33.26,33.137,33.091,33.12,32.959,32.996,32.889,32.942,32.764,32.74,32.561,32.648,32.474,32.478,32.433,32.557,32.462,32.391,32.416,32.557,32.682,32.686,32.715,32.723,32.822,32.632
33.598,33.471,33.721,33.413,33.676,33.376,33.561,33.289,33.306,33.174,33.166,33.227,33.298,33.24,33.174,33.401,33.174,33.116,33.335,33.186,33.033,33.108,33.256,33.396,33.256,33.553,33.248,33.45,33.413,33.582,33.376,33.61,33.647,33.499,33.578,33.516,33.886,33.619,33.705,33.697,33.898,33.779,33.894,34.033,33.996,34.115,34.156,34.176,34.14,34.238,34.189,34.164,34.221,34.164,34.226,34.246,34.144,34.344,34.418,34.365,34.499,34.503,34.516,34.458,34.511,34.699,34.434,34.336,34.217,34.401,34.291,34.262,34.074,34.091,33.943,33.927,33.812,33.91,33.869,33.98,34.07,33.816,34.041,33.832,34.041,33.861,33.906,33.775,33.91,33.795,33.758,33.918,33.787,33.836,33.676,33.697,33.763,33.697,33.565,33.717,33.643,33.676,33.758,33.726,33.643,33.639,33.639,33.495,33.549,33.635,33.643,33.458,33.668,33.767,33.804,33.754,33.828,33.906,34.131,34.037,34.201,34.144,34.217,34.426,34.283,34.43,34.311,34.295,34.409,34.254,34.311,34.336,34.176,34.25,34.16,34.066,34.16,34.111,34.082,34.123,34.172,34.115,34.315,34.332,34.365,34.507,34.303,34.507,34.679,34.634,34.683,34.389,34.426,34.258,33.98,33.865,33.849,33.458,33.405,33.475,33.178,33.128,32.818,32.806,32.955,32.798,32.856,32.665,32.619,32.516,32.503,32.404,32.395,32.345,32.354,32.283,32.246,32.304,32.241,32.25,32.653,32.698,32.677,32.711,32.88,32.909,32.715
33.553,33.421,33.499,33.549,33.569,33.553,33.335,33.075,33.232,33.227,33.314,33.186,33.277,33.079,33.215,33.281,33.207,33.087,33.211,33.124,33.104,33.128,33.079,33.104,33.273,33.293,33.314,33.24,33.355,33.425,33.413,33.504,33.602,33.545,33.631,33.68,33.804,33.795,33.553,33.717,33.672,33.775,33.754,33.886,34.017,33.853,34.045,34.041,34.164,34.16,34.185,34.189,34.221,34.119,34.172,34.291,34.271,34.295,34.393,34.422,34.385,34.544,34.491,34.54,34.544,34.401,34.385,34.311,34.082,34.266,33.968,33.964,33.959,34.025,34.0,34.103,33.898,33.984,33.877,33.943,34.062,34.033,33.857,33.89,33.853,33.845,33.767,33.799,33.73,33.943,33.672,34.119,33.799,33.914,33.877,33.808,33.791,33.475,33.689,33.721,33.68,33.606,33.656,33.499,33.602,33.717,33.413,33.631,33.413,33.504,33.508,33.429,33.438,33.647,33.586,33.771,33.918,33.902,33.959,34.107,34.152,34.205,34.36,34.332,34.197,34.36,34.23,34.201,34.397,34.226,34.385,34.279,34.271,34.172,34.111,34.066,34.078,34.119,33.968,34.095,34.181,34.058,34.086,34.303,34.271,34.291,34.181,34.405,34.573,34.487,34.589,34.458,34.328,34.0,33.996,33.853,33.775,33.652,33.359,33.421,32.98,32.905,32.744,32.764,32.756,32.549,32.308,32.474,32.408,32.416,32.246,32.137,32.037,32.204,32.062,32.004,32.104,32.2,32.391,32.32,32.466,32.541,32.698,32.595,32.802,32.752,32.947
33.508,33.405,33.487,33.598,33.586,33.553,33.499,33.087,33.17,32.98,33.161,33.046,33.248,33.141,33.244,33.219,33.318,33.211,33.186,33.157,33.339,33.265,33.157,33.174,33.343,33.137,33.248,33.256,33.293,33.359,33.45,33.372,33.561,33.586,33.52,33.545,33.495,33.561,33.549,33.684,33.73,33.717,33.804,33.845,33.738,33.824,33.923,34.058,34.078,34.103,34.005,34.16,34.185,34.013,34.238,34.279,34.234,34.414,34.303,34.467,34.365,34.45,34.601,34.299,34.254,34.45,34.442,34.324,34.242,34.279,34.14,34.115,34.041,33.894,34.017,33.996,33.836,34.033,33.927,34.095,34.017,33.988,33.939,34.021,33.947,33.828,33.795,33.873,34.041,33.873,33.799,33.968,33.873,33.939,33.91,33.771,33.845,33.713,33.717,33.643,33.853,33.779,33.656,33.532,33.565,33.615,33.52,33.491,33.442,33.454,33.545,33.586,33.491,33.656,33.689,33.672,33.713,33.795,33.886,34.107,34.123,34.119,34.303,34.463,34.422,34.393,34.532,34.434,34.442,34.352,34.446,34.189,34.201,34.119,34.025,34.111,34.107,34.082,34.033,34.164,34.025,33.98,34.221,34.136,34.287,34.495,34.209,34.511,34.487,34.646,34.381,34.369,34.34,34.226,34.14,33.812,34.025,33.656,33.409,33.318,33.091,32.942,32.76,32.582,32.582,32.466,32.391,32.225,32.233,32.171,32.162,32.229,31.958,32.025,31.979,31.975,32.191,32.166,32.104,32.266,32.262,32.52,32.876,32.773,32.798,32.905,32.914
