30.446,29.929,29.61,29.848,29.916,30.146,30.505,30.695,30.362,30.141,29.942,29.848,29.508,29.61,29.597,29.678,29.341,29.559,29.397,29.734,30.014,30.23,30.243,30.345,30.548,30.535,30.805,30.716,30.885,30.936,30.986,31.066,31.184,31.322,31.272,31.494,31.532,31.624,31.636,31.728,32.066,31.916,32.171,32.116,32.2,32.395,32.433,32.532,32.719,32.474,32.387,32.325,32.404,32.528,32.196,32.175,32.316,32.395,32.383,32.354,32.333,32.291,32.32,32.116,32.295,32.171,32.325,32.437,32.258,32.187,32.129,32.058,31.908,31.925,31.975,31.904,31.979,32.158,32.146,32.229,32.133,32.071,32.25,32.041,32.079,32.054,32.091,32.096,32.499,32.561,32.553,32.715,32.715,32.661,32.644,32.345,32.416,32.25,32.271,32.333,32.424,32.619,32.362,32.374,32.532,32.607,32.644,32.711,33.021,33.124,33.227,33.26,33.306,32.922,32.901,32.698,32.669,32.495,32.341,32.387,32.337,32.532,32.037,32.35,32.191,32.32,32.325,32.216,32.154,32.241,32.187,32.366,32.283,32.341,32.058,32.012,31.866,31.753,31.854,31.762,31.783,31.707,31.72,31.691,31.804,31.695,31.666,31.628,31.666,31.753,31.699,31.482,31.636,31.54,31.632,31.553,31.641,31.523,31.402,31.242,31.129,31.087,30.91,30.86,30.784,30.902,30.683,30.893,30.826,30.944,31.049,30.851,30.986,31.087,31.171,31.561,31.565,31.419,31.079
30.307,29.921,29.589,29.78,30.095,30.247,30.67,30.577,30.51,29.87,29.602,29.533,29.567,29.499,29.444,29.482,29.346,29.235,29.367,29.559,29.933,30.031,30.281,30.23,30.243,30.412,30.615,30.729,30.678,30.834,30.915,31.091,31.314,31.255,31.289,31.339,31.611,31.599,31.779,31.9,31.745,31.85,32.058,31.979,32.171,32.295,32.271,32.532,32.52,32.495,32.32,32.241,32.416,32.458,32.196,32.175,32.453,32.291,32.358,32.341,32.25,32.287,32.079,32.241,32.262,32.166,32.341,32.208,32.191,32.179,32.133,31.979,32.041,31.85,31.895,31.833,31.866,31.829,32.021,32.175,32.104,31.996,31.741,31.941,31.703,31.895,31.804,32.0,32.091,32.208,32.416,32.345,32.441,32.221,32.47,32.362,32.333,32.125,31.962,32.212,32.35,32.316,32.316,32.3,32.566,32.624,32.715,32.582,32.673,33.042,32.951,33.0,32.897,32.769,32.557,32.628,32.57,32.453,32.366,32.283,32.341,32.404,32.216,32.212,32.187,32.478,32.137,32.212,32.071,32.216,32.316,32.075,32.246,32.075,31.946,31.921,31.879,31.649,31.837,31.741,31.783,31.699,31.624,31.62,31.808,31.67,31.557,31.465,31.758,31.482,31.611,31.557,31.682,31.666,31.427,31.469,31.364,31.389,31.108,31.221,31.079,31.251,30.826,30.881,30.716,30.872,30.738,30.64,30.75,30.902,30.944,30.893,31.024,30.986,31.041,31.31,31.465,31.091,31.322
30.205,29.58,29.682,29.908,30.213,30.455,30.864,30.412,30.379,29.806,29.512,29.457,29.269,29.303,28.995,29.119,29.025,29.183,29.205,29.461,29.768,29.976,29.95,30.235,30.433,30.4,30.463,30.666,30.615,30.881,30.843,31.049,31.121,31.2,31.158,31.482,31.645,31.636,31.582,31.879,31.774,31.958,32.012,31.954,32.083,32.196,32.312,32.466,32.512,32.362,32.295,32.329,32.487,32.441,32.345,32.258,32.196,32.387,32.341,32.141,32.2,32.329,32.087,32.116,32.191,32.141,32.171,32.204,32.187,32.133,32.029,31.987,31.774,31.695,31.753,31.845,31.787,32.083,31.866,31.929,32.016,31.816,31.569,31.653,31.578,31.753,31.783,31.716,31.82,32.062,32.121,32.204,32.237,32.062,32.083,32.025,31.941,32.1,31.95,32.062,32.183,32.516,32.271,32.387,32.52,32.561,32.566,32.665,32.682,32.636,32.764,32.665,32.64,32.603,32.59,32.59,32.495,32.125,32.291,32.183,32.225,32.449,32.179,32.071,32.037,32.291,32.137,32.158,32.037,32.204,32.291,32.066,31.987,32.008,32.046,31.779,31.975,31.461,31.875,31.733,31.695,31.498,31.59,31.523,31.645,31.414,31.528,31.389,31.431,31.607,31.707,31.657,31.603,31.507,31.565,31.398,31.519,31.444,31.427,31.079,31.112,31.146,30.856,30.893,30.822,30.67,30.754,30.704,30.695,30.657,30.788,30.775,30.927,30.856,31.121,31.373,31.305,31.095,30.969
30.141,29.627,29.631,29.942,30.209,30.497,30.657,30.645,30.226,29.665,29.525,29.205,29.226,29.076,29.136,28.888,28.952,29.23,29.102,29.226,29.572,30.031,30.006,30.014,30.247,30.268,30.594,30.535,30.775,30.898,30.712,30.923,31.125,31.247,31.205,31.435,31.532,31.54,31.574,31.749,31.691,31.636,31.925,31.866,31.929,32.129,32.241,32.241,32.507,32.391,32.146,32.196,32.233,32.233,32.075,32.166,32.125,32.216,32.291,32.337,32.204,32.275,32.175,32.166,32.329,32.208,32.241,32.175,32.166,32.046,32.146,32.062,32.016,31.996,31.912,31.983,31.833,31.921,31.9,31.879,31.766,31.695,31.687,31.62,31.381,31.661,31.507,31.544,31.615,31.737,31.674,31.9,31.829,31.695,31.996,31.933,31.829,31.958,31.833,31.941,32.112,32.171,32.333,32.271,32.445,32.362,32.304,32.316,32.412,32.495,32.669,32.64,32.599,32.449,32.47,32.507,32.295,32.204,32.271,32.183,32.2,32.441,31.862,32.137,32.016,31.954,32.2,32.037,31.958,32.137,32.237,32.087,32.096,31.966,31.774,31.883,31.929,31.649,31.636,31.682,31.632,31.511,31.486,31.615,31.611,31.565,31.364,31.268,31.456,31.574,31.574,31.666,31.561,31.515,31.381,31.268,31.486,31.398,31.221,31.167,31.15,30.986,31.074,30.822,30.83,30.813,30.594,30.674,30.67,30.687,30.649,30.78,30.822,30.813,30.813,30.986,31.179,30.978,30.927
29.989,29.585,29.793,29.997,30.366,30.442,30.754,30.4,30.023,29.525,29.196,29.076,28.935,28.918,28.926,28.789,28.858,29.145,29.051,29.196,29.648,29.831,30.056,30.073,30.412,30.4,30.526,30.56,30.56,30.763,30.843,31.058,30.995,31.184,31.016,31.326,31.44,31.569,31.515,31.494,31.582,31.389,31.741,31.837,31.808,32.108,32.191,32.333,32.399,32.295,31.979,32.275,32.133,32.175,32.037,32.204,32.179,32.458,32.316,32.183,32.246,32.325,32.229,32.254,32.308,32.337,32.15,32.104,32.087,31.937,31.946,31.887,32.125,31.829,31.929,31.791,31.9,31.812,31.741,31.808,31.858,31.574,31.532,31.352,31.498,31.482,31.427,31.242,31.49,31.536,31.515,31.77,31.774,31.737,31.741,31.707,31.703,31.816,31.707,31.916,32.15,32.154,32.32,32.183,32.37,32.191,32.183,32.404,32.329,32.408,32.391,32.453,32.408,32.507,32.387,32.229,32.304,32.233,32.108,32.062,32.121,32.166,32.075,31.983,31.895,32.041,32.066,32.0,31.95,32.187,32.204,31.929,32.016,31.837,31.779,31.933,31.766,31.49,31.62,31.469,31.431,31.41,31.343,31.486,31.452,31.301,31.163,31.347,31.41,31.498,31.473,31.544,31.414,31.582,31.498,31.326,31.179,31.373,31.221,31.146,31.213,31.016,30.94,30.864,30.801,30.851,30.645,30.708,30.514,30.493,30.586,30.636,30.788,30.763,30.607,30.834,30.957,31.121,30.936
29.891,29.448,29.955,30.137,30.256,30.505,30.514,30.163,29.78,29.162,29.093,29.042,28.828,28.909,28.703,28.781,28.656,28.768,28.944,29.294,29.644,29.946,29.874,30.116,30.192,30.285,30.345,30.565,30.733,30.662,30.775,30.78,31.184,31.284,31.037,31.381,31.435,31.393,31.456,31.293,31.624,31.515,31.515,31.77,31.95,31.916,32.216,32.15,32.258,32.175,32.191,32.133,32.062,32.204,32.033,32.133,32.129,32.175,32.316,32.179,32.125,32.32,32.275,32.016,32.196,32.35,32.066,32.041,32.158,32.15,32.129,31.912,32.025,31.966,31.837,31.724,31.77,31.82,31.858,31.766,31.486,31.482,31.645,31.482,31.251,31.234,31.221,31.347,31.406,31.511,31.507,31.636,31.62,31.636,31.427,31.607,31.586,31.498,31.653,31.816,31.912,32.046,32.275,32.25,32.437,32.283,32.233,32.291,32.32,32.408,32.362,32.424,32.304,32.266,32.387,32.175,32.137,32.166,32.133,31.891,32.137,32.066,32.062,32.183,31.991,32.025,32.075,31.883,31.958,31.866,32.041,31.946,32.008,31.837,31.682,31.745,31.812,31.402,31.515,31.632,31.305,31.49,31.23,31.36,31.423,31.356,31.15,31.116,31.268,31.431,31.423,31.54,31.398,31.607,31.561,31.196,31.276,31.385,31.234,31.314,31.066,31.158,30.885,30.792,30.864,30.788,30.59,30.657,30.493,30.725,30.484,30.383,30.607,30.497,30.518,30.763,30.868,30.809,30.818
29.529,29.593,29.861,30.12,30.421,30.607,30.716,30.031,29.512,29.089,28.772,28.828,28.613,28.394,28.475,28.738,28.51,28.695,29.243,29.38,29.376,29.597,29.84,29.955,30.268,30.26,30.328,30.463,30.45,30.56,30.738,30.957,30.965,31.347,31.171,31.314,31.318,31.49,31.284,31.305,31.373,31.389,31.749,31.712,31.841,32.025,32.037,32.125,32.091,31.954,32.05,31.979,32.108,32.162,32.225,32.091,32.187,32.3,32.212,32.208,32.304,32.308,32.229,32.275,32.171,32.108,32.183,32.104,32.041,32.079,32.029,32.087,32.029,31.983,31.875,32.158,31.991,31.749,31.929,31.758,31.691,31.532,31.465,31.402,31.213,31.507,31.179,31.352,31.318,31.226,31.549,31.44,31.607,31.557,31.368,31.603,31.502,31.615,31.59,31.586,31.87,32.054,32.212,32.008,32.171,32.071,32.029,32.025,32.079,32.071,32.108,32.116,32.229,32.262,32.254,32.033,32.058,31.875,31.912,32.083,31.887,31.966,32.004,31.841,32.066,32.071,32.116,31.883,31.925,31.908,32.046,32.054,31.908,31.795,31.632,31.666,31.549,31.339,31.557,31.456,31.091,31.377,31.343,31.293,31.217,31.242,31.058,31.108,31.226,31.28,31.402,31.586,31.356,31.402,31.339,31.339,31.184,31.41,31.074,31.184,31.167,31.104,30.927,30.843,30.746,30.535,30.505,30.636,30.624,30.518,30.649,30.573,30.433,30.535,30.522,30.603,30.733,30.742,30.695
29.563,29.341,29.904,30.158,30.467,30.628,30.412,29.704,29.329,28.798,28.652,28.622,28.738,28.626,28.454,28.643,28.63,28.587,28.961,29.046,29.525,29.721,29.827,29.878,30.184,30.205,30.298,30.366,30.438,30.721,30.687,30.733,30.877,30.952,31.192,31.146,31.167,31.28,31.2,31.2,31.456,31.301,31.636,31.611,31.779,31.975,32.0,32.066,32.216,31.854,32.062,32.037,32.179,32.096,31.929,31.958,32.225,32.221,32.35,32.358,32.196,32.337,32.258,32.133,32.212,32.308,32.083,32.2,32.158,32.258,32.1,32.058,31.979,31.929,32.021,31.85,31.678,31.653,31.682,31.779,31.682,31.561,31.557,31.59,31.419,31.406,31.364,31.406,31.158,31.456,31.435,31.335,31.414,31.498,31.41,31.423,31.536,31.599,31.569,31.486,31.716,32.162,31.979,31.971,32.091,32.029,31.795,32.175,31.975,32.0,31.941,32.062,32.05,32.046,31.87,31.891,32.096,31.946,31.783,31.991,31.958,32.316,31.9,31.921,31.929,32.046,31.962,31.946,31.85,31.912,31.833,31.816,31.774,31.766,31.511,31.62,31.553,31.347,31.331,31.142,31.268,31.179,31.234,31.179,31.23,31.289,31.171,31.032,31.163,31.205,31.23,31.121,31.507,31.347,31.087,31.209,31.217,31.234,31.053,31.179,31.07,31.028,30.872,30.927,30.695,30.594,30.59,30.548,30.472,30.463,30.463,30.493,30.349,30.277,30.387,30.438,30.754,30.636,30.624
29.495,29.418,29.674,30.184,30.505,30.518,30.052,29.29,28.974,28.72,28.518,28.428,28.445,28.497,28.372,28.523,28.402,28.853,29.145,29.17,29.213,29.717,29.814,29.95,30.205,30.137,30.226,30.247,30.218,30.603,30.67,30.725,30.856,30.847,31.066,30.952,31.209,30.826,30.906,31.175,31.234,31.213,31.565,31.728,31.595,31.841,32.208,32.075,32.108,31.962,31.875,32.025,31.95,32.108,31.904,32.021,32.104,32.266,32.337,32.229,32.32,32.379,32.295,32.25,32.25,32.316,32.308,32.158,32.216,32.062,32.191,32.204,31.996,31.958,31.991,31.866,31.657,31.682,31.666,31.733,31.703,31.549,31.486,31.482,31.473,31.636,31.473,31.297,31.536,31.473,31.314,31.385,31.427,31.322,31.435,31.335,31.448,31.599,31.661,31.687,31.845,31.966,31.954,31.837,32.108,31.933,31.975,31.866,31.908,31.95,32.058,32.141,32.05,31.966,31.991,32.025,32.133,32.071,32.041,32.116,31.845,32.058,31.958,32.054,31.946,32.116,31.904,31.904,31.791,32.012,31.875,31.904,31.987,31.691,31.582,31.528,31.632,31.331,31.381,31.373,31.083,31.251,31.049,31.31,31.108,31.1,31.028,30.893,31.053,31.1,31.104,31.385,31.28,31.163,31.188,31.079,31.1,31.032,30.767,31.028,30.906,30.986,30.843,30.805,30.83,30.805,30.543,30.472,30.518,30.412,30.328,30.484,30.311,30.103,30.45,30.391,30.64,30.488,30.716
29.555,29.269,29.755,30.061,30.247,30.201,29.623,29.093,28.806,28.819,28.419,28.497,28.45,28.428,28.355,28.212,28.54,28.634,28.806,29.158,29.376,29.469,29.865,29.938,30.205,30.124,30.15,30.018,30.442,30.374,30.548,30.526,30.809,30.742,30.784,31.091,30.902,30.961,31.028,31.024,31.083,31.158,31.343,31.435,31.586,31.833,31.95,31.987,32.012,31.703,31.645,31.916,31.875,32.054,31.958,32.008,31.983,32.125,32.154,32.216,32.162,32.2,32.046,32.204,32.079,32.183,32.258,32.333,32.325,31.966,32.096,32.166,32.1,32.216,31.925,31.728,31.77,31.87,31.774,31.774,31.858,31.666,31.758,31.603,31.528,31.536,31.477,31.469,31.402,31.414,31.448,31.544,31.301,31.406,31.377,31.528,31.536,31.494,31.745,31.641,31.774,31.958,31.987,31.875,31.991,31.762,31.758,31.791,31.829,31.875,32.062,32.062,32.129,31.996,31.979,31.987,32.241,31.991,32.046,31.987,31.979,32.096,31.987,31.946,32.062,32.046,31.971,31.795,31.674,31.908,31.812,31.895,31.569,31.758,31.335,31.586,31.661,31.184,31.196,31.217,31.062,31.091,31.095,31.125,31.209,31.003,30.957,30.978,31.032,31.02,31.171,31.209,31.331,31.142,31.116,30.995,31.167,30.944,30.716,30.78,30.902,30.965,30.771,30.628,30.725,30.455,30.459,30.345,30.328,30.37,30.158,30.374,30.302,30.302,30.171,30.472,30.569,30.518,30.442
