33.219,33.347,33.236,33.087,33.038,32.723,32.424,32.437,32.316,32.408,32.433,32.947,33.017,33.256,32.893,32.487,32.125,31.85,31.49,31.322,31.276,30.999,30.678,30.813,30.826,30.763,30.628,30.666,30.704,30.729,30.721,30.957,30.986,31.154,31.377,31.523,31.674,31.707,31.733,32.029,31.862,32.329,32.212,32.246,32.175,32.325,32.229,32.358,32.279,32.233,32.445,32.341,32.574,32.702,32.595,32.769,33.104,33.083,33.203,32.914,32.872,32.847,32.93,32.922,33.042,33.009,32.889,32.769,32.566,32.3,32.0,31.95,31.766,31.745,31.569,31.691,31.661,31.687,31.845,31.879,32.0,32.266,32.283,32.499,32.615,32.487,32.549,32.316,32.216,32.179,31.925,32.046,31.916,31.895,31.991,32.079,32.183,32.47,32.458,32.702,32.752,32.889,33.26,33.087,33.434,33.376,33.532,33.38,33.376,32.947,33.079,33.042,32.963,32.889,32.988,33.029,32.976,32.864,32.926,32.967,32.951,32.723,32.967,32.822,32.76,32.69,32.69,32.644,32.64,32.661,32.624,32.387,32.441,32.037,32.062,31.762,31.649,31.565,31.293,31.276,31.041,31.066,30.995,31.133,30.754,30.674,30.636,30.653,30.83,30.999,31.158,31.31,31.414,32.146,32.59,33.058,33.429,33.652,33.992,33.857,33.61,33.532,33.318,33.236,33.252
33.302,33.298,33.318,33.004,33.153,32.478,32.516,32.433,32.499,32.549,32.516,32.769,32.876,32.818,32.843,32.366,32.0,31.707,31.49,31.289,31.297,30.906,30.771,30.931,30.64,30.839,30.598,30.738,30.607,30.7,30.708,30.851,31.028,31.007,31.179,31.36,31.469,31.599,31.937,32.062,31.941,32.258,32.196,32.166,32.229,32.258,32.112,32.271,32.158,32.187,32.449,32.374,32.516,32.694,32.748,32.914,32.996,33.256,33.104,32.909,32.88,32.996,32.839,32.868,32.988,33.083,32.847,32.59,32.516,32.295,32.275,31.887,31.875,31.862,31.749,31.477,31.507,31.745,31.808,31.879,31.991,32.196,32.241,32.582,32.549,32.528,32.295,32.233,32.191,31.929,31.975,31.933,31.9,31.879,32.112,32.279,32.387,32.408,32.449,32.764,33.0,33.033,33.194,33.174,33.219,33.351,33.269,33.236,33.174,32.901,33.091,33.033,33.112,33.079,32.971,32.938,32.872,32.955,32.864,33.042,32.814,33.017,32.88,32.835,32.723,32.876,32.818,32.628,32.595,32.603,32.545,32.482,32.183,31.987,32.041,31.812,31.649,31.473,31.284,31.276,31.108,31.112,31.104,31.087,30.872,30.695,30.636,30.548,30.746,30.839,31.007,31.301,31.578,32.021,32.358,32.64,33.166,33.598,33.836,33.754,33.471,33.425,33.293,33.058,33.058
33.438,33.499,33.24,33.05,33.038,32.868,32.545,32.628,32.528,32.474,32.628,32.611,32.69,32.632,32.595,32.275,31.875,31.753,31.373,31.289,31.016,30.978,30.763,30.78,30.721,30.674,30.733,30.594,30.632,30.746,30.851,30.839,30.851,30.936,31.137,31.217,31.41,31.615,31.799,31.954,31.908,32.212,32.196,32.137,32.05,31.979,32.016,32.079,32.083,32.258,32.354,32.341,32.491,32.702,32.628,32.702,33.0,33.062,33.293,33.157,33.038,32.851,32.984,32.942,33.0,32.914,32.847,32.586,32.57,32.337,32.379,32.162,31.891,31.904,31.703,31.808,31.595,31.695,31.762,31.674,31.816,32.3,32.175,32.462,32.399,32.308,32.221,32.112,31.921,31.933,31.783,31.987,31.954,32.141,32.112,32.374,32.57,32.665,32.719,32.914,33.004,32.963,33.211,33.298,33.302,33.038,33.066,33.178,33.112,32.909,33.273,33.12,33.091,33.009,32.822,32.889,32.992,32.814,33.108,33.083,32.822,32.98,33.046,32.831,32.967,32.93,32.748,32.818,32.744,32.632,32.557,32.399,32.254,31.941,32.079,31.837,31.465,31.377,31.389,31.163,31.163,30.961,30.902,30.923,30.83,30.784,30.615,30.792,30.864,30.893,31.079,31.268,31.49,31.937,32.225,32.561,33.133,33.425,33.697,33.664,33.396,33.227,33.19,32.93,33.042
33.536,33.561,33.256,33.166,33.108,32.814,32.553,32.727,32.644,32.362,32.408,32.665,32.561,32.628,32.516,32.004,31.733,31.448,31.347,31.087,31.049,31.049,30.763,30.872,30.678,30.856,30.649,30.628,30.813,30.843,30.83,30.822,30.809,30.678,31.016,31.398,31.461,31.507,31.611,31.954,32.058,32.1,32.133,32.254,32.137,32.137,32.091,32.062,31.962,32.108,32.212,32.387,32.366,32.607,32.599,32.727,33.017,33.025,33.058,33.12,33.091,32.992,32.901,32.967,32.727,33.038,32.872,32.607,32.507,32.412,32.366,32.075,31.87,31.862,31.816,31.883,31.741,31.804,31.779,31.716,31.987,32.012,32.125,32.25,32.175,32.137,32.187,32.162,31.85,31.891,31.845,31.929,32.004,32.254,32.246,32.516,32.76,32.818,32.814,32.806,33.033,32.914,33.0,32.914,32.967,32.918,32.893,32.93,32.963,32.984,32.967,32.868,33.062,33.079,32.909,32.905,33.033,32.955,33.322,33.017,33.087,33.133,33.124,32.893,33.116,32.984,32.98,32.864,32.632,32.769,32.482,32.237,32.191,31.921,31.724,31.674,31.615,31.272,31.314,31.171,31.234,30.809,30.683,30.957,30.805,30.683,30.573,30.67,30.805,30.931,31.079,31.234,31.523,31.762,32.158,32.549,32.793,33.347,33.536,33.417,33.401,33.157,33.004,32.735,32.926
33.405,33.602,33.298,33.116,33.066,32.951,32.682,32.698,32.503,32.241,32.391,32.399,32.499,32.466,32.391,31.921,31.774,31.595,31.276,31.263,30.99,30.952,30.813,30.881,30.746,30.683,30.738,30.767,30.809,30.872,31.037,31.016,30.978,30.881,31.146,31.146,31.268,31.745,31.603,31.749,31.837,32.016,32.1,32.141,32.075,31.95,31.916,32.058,32.129,32.016,32.258,32.254,32.57,32.607,32.686,32.698,32.86,32.835,33.025,33.009,32.926,32.864,32.835,32.868,32.963,32.963,32.698,32.677,32.399,32.412,32.237,32.125,32.008,31.887,31.925,31.799,31.812,31.762,31.845,31.87,31.895,31.929,32.25,32.108,32.221,32.146,31.971,32.012,31.854,31.908,31.883,32.029,31.996,32.196,32.316,32.516,32.711,32.694,32.81,32.789,32.992,32.818,32.872,32.735,32.843,32.971,32.636,32.914,32.698,32.76,32.876,32.926,32.769,32.889,32.822,32.955,32.984,32.897,33.166,33.182,33.24,33.174,33.137,32.905,33.013,32.938,32.942,32.74,32.731,32.507,32.341,32.071,31.962,31.875,31.674,31.716,31.519,31.402,31.247,31.003,31.184,30.881,30.809,30.809,30.64,30.678,30.539,30.78,30.653,30.906,31.062,31.23,31.419,31.887,31.845,32.482,32.856,33.104,33.508,33.339,33.116,33.112,33.017,32.798,32.81
33.553,33.557,33.219,33.256,33.174,32.926,32.694,32.561,32.395,32.35,32.283,32.362,32.433,32.25,32.104,31.887,31.653,31.389,31.297,31.209,30.965,30.982,30.86,30.767,30.586,30.868,30.653,30.729,30.94,30.792,30.915,30.746,30.99,30.965,31.167,31.091,31.263,31.213,31.557,31.724,31.774,32.012,31.921,32.079,32.121,32.025,32.087,32.175,32.054,32.075,32.166,32.333,32.416,32.524,32.603,32.628,32.876,32.942,33.009,32.942,32.914,32.959,32.864,32.963,32.74,32.756,32.644,32.458,32.487,32.445,32.424,32.129,32.087,31.9,32.137,31.916,31.837,31.762,31.766,31.87,31.812,31.912,32.021,32.029,32.104,31.95,31.908,31.916,31.812,31.858,31.946,31.971,32.208,32.187,32.466,32.524,32.47,32.711,32.636,32.74,32.851,32.711,32.785,32.793,32.727,32.798,32.628,32.947,32.806,32.682,32.996,32.86,32.889,32.711,32.707,32.665,32.723,32.905,32.955,33.025,33.166,32.984,33.042,32.868,32.777,32.752,32.661,32.682,32.578,32.404,32.329,31.991,32.008,31.845,31.59,31.603,31.444,31.154,31.247,31.016,31.125,30.801,30.767,30.729,30.725,30.636,30.797,30.594,30.805,30.826,31.066,31.242,31.335,31.615,31.941,32.416,32.735,33.054,33.38,33.219,33.042,32.93,32.843,32.81,32.711
33.471,33.771,33.38,33.207,33.058,33.0,32.748,32.607,32.35,32.25,32.246,32.383,32.254,32.146,32.066,31.854,31.62,31.498,31.23,31.2,31.02,30.915,30.915,30.818,30.915,30.818,30.645,30.788,30.716,30.733,30.898,30.872,31.137,31.062,31.242,31.284,31.293,31.331,31.498,31.599,31.774,32.008,31.962,32.058,32.025,31.971,32.196,32.066,32.216,32.087,32.25,32.308,32.395,32.673,32.516,32.669,32.781,32.802,32.752,32.942,32.893,32.756,32.694,32.748,32.814,32.793,32.615,32.52,32.441,32.329,32.487,32.179,32.187,32.091,32.158,31.883,31.975,31.825,31.954,31.707,31.971,31.933,31.887,32.054,31.895,32.021,31.875,31.866,31.766,31.979,32.108,32.112,32.221,32.271,32.59,32.507,32.499,32.453,32.586,32.482,32.872,32.64,32.524,32.578,32.781,32.777,32.64,32.715,32.789,32.528,32.88,32.744,32.814,32.582,32.553,32.619,32.748,32.607,32.711,32.872,32.839,32.74,32.756,32.395,32.453,32.441,32.532,32.462,32.362,32.337,32.225,31.812,31.983,31.799,31.695,31.498,31.523,31.217,31.175,31.2,31.095,31.003,30.788,30.915,30.518,30.543,30.763,30.678,30.834,30.788,31.091,31.1,31.465,31.628,31.912,32.246,32.628,32.86,33.12,33.12,33.104,32.934,32.835,32.735,32.478
33.66,33.565,33.219,33.281,33.133,33.141,32.582,32.478,32.208,32.141,32.129,32.237,32.196,32.283,32.166,31.991,31.569,31.381,31.15,31.083,30.944,30.818,30.657,30.813,30.763,30.763,30.936,30.792,30.771,30.738,30.893,30.982,31.024,31.079,31.326,31.456,31.402,31.393,31.419,31.574,31.657,31.987,31.879,32.071,32.029,32.104,32.075,32.025,32.141,32.133,32.287,32.445,32.345,32.665,32.711,32.694,32.777,32.827,32.802,32.934,32.723,32.648,32.669,32.744,32.561,32.698,32.503,32.545,32.379,32.424,32.37,32.258,32.046,32.254,32.146,32.116,32.008,31.946,31.887,32.058,31.933,31.983,32.029,32.087,32.008,31.921,31.845,31.962,31.891,32.021,32.016,32.091,32.395,32.337,32.271,32.379,32.32,32.466,32.374,32.441,32.441,32.387,32.731,32.495,32.636,32.702,32.482,32.619,32.566,32.624,32.561,32.541,32.723,32.611,32.325,32.512,32.619,32.52,32.607,32.462,32.428,32.545,32.499,32.341,32.279,32.175,32.2,32.187,32.012,32.191,32.1,31.799,31.791,31.469,31.67,31.519,31.255,31.272,31.108,30.986,30.898,30.704,30.7,30.678,30.695,30.619,30.493,30.539,30.704,30.83,31.032,31.234,31.515,31.724,31.971,32.387,32.727,32.885,32.976,33.083,32.992,32.831,32.934,32.69,32.764
33.61,33.425,33.289,33.298,33.215,32.971,32.785,32.507,32.295,32.158,32.171,32.241,32.033,32.121,32.008,31.762,31.607,31.331,31.305,31.129,31.032,30.982,30.906,30.919,30.834,30.885,30.657,30.843,30.864,30.801,30.889,30.931,31.011,31.007,31.158,31.268,31.406,31.331,31.54,31.565,31.657,31.628,31.87,32.025,31.991,32.016,32.025,32.271,32.404,32.246,32.387,32.453,32.524,32.831,32.665,32.702,32.827,32.793,32.835,32.752,32.702,32.578,32.595,32.731,32.648,32.632,32.495,32.437,32.528,32.445,32.408,32.216,32.183,32.258,32.32,32.141,32.125,32.091,31.841,32.2,31.996,32.104,32.037,31.879,32.058,32.05,32.071,32.233,32.129,32.241,32.108,32.258,32.374,32.141,32.387,32.171,32.341,32.275,32.412,32.545,32.379,32.337,32.458,32.499,32.595,32.453,32.379,32.516,32.578,32.474,32.524,32.487,32.354,32.345,32.266,32.433,32.47,32.212,32.387,32.416,32.42,32.362,32.541,32.312,32.191,32.021,31.971,32.133,32.175,32.012,31.946,31.624,31.62,31.624,31.561,31.452,31.331,31.196,31.104,31.074,31.062,30.801,30.721,30.767,30.67,30.526,30.484,30.662,30.742,30.83,30.94,31.251,31.398,31.473,31.787,32.237,32.611,32.918,32.996,33.26,33.26,33.062,32.777,32.731,32.661
33.573,33.417,33.557,33.166,33.211,33.029,32.64,32.383,32.025,32.141,32.033,32.187,32.179,32.141,31.962,31.649,31.54,31.486,31.427,31.2,30.969,30.847,30.927,30.893,30.881,30.843,30.729,30.872,30.78,30.725,30.868,30.805,30.94,30.906,30.995,31.196,31.133,31.083,31.356,31.431,31.398,31.661,31.674,31.728,31.904,32.029,32.104,32.333,32.254,32.433,32.458,32.528,32.644,32.777,32.735,32.764,32.802,32.955,32.793,32.661,32.698,32.682,32.503,32.586,32.462,32.42,32.503,32.441,32.387,32.212,32.445,32.275,32.611,32.279,32.437,32.246,32.225,32.162,32.237,32.15,32.062,32.137,32.087,32.183,32.037,32.112,32.075,32.171,32.196,32.258,32.212,32.362,32.287,32.121,32.216,32.233,32.262,32.283,32.258,32.445,32.428,32.453,32.52,32.387,32.325,32.42,32.424,32.466,32.358,32.341,32.553,32.466,32.395,32.358,32.079,32.266,32.096,32.179,32.345,32.279,32.283,32.304,32.275,32.212,32.146,31.971,32.012,32.021,32.029,31.895,31.996,31.787,31.549,31.599,31.657,31.431,31.448,31.238,31.083,31.028,30.915,30.759,30.687,30.645,30.497,30.531,30.518,30.484,30.822,30.729,30.902,31.087,31.486,31.444,31.825,32.2,32.603,32.806,33.058,33.211,33.277,33.186,32.86,32.827,32.657
