31.471,31.729,31.858,32.213,31.972,32.236,32.183,32.146,32.025,32.093,32.115,31.934,31.57,30.64,29.112,28.661,28.84,28.715,28.778,28.848,28.801,29.027,29.159,29.299,29.531,29.508,29.663,29.941,29.933,29.948,30.371,30.333,30.487,30.563,30.571,30.762,31.121,31.312,31.471,31.843,31.669,31.775,31.623,31.562,31.638,31.76,31.926,32.115,31.994,32.055,32.583,32.583,32.921,33.003,33.287,33.466,33.526,33.452,33.489,33.34,33.444,33.227,33.025,32.838,32.635,32.372,32.379,32.07,31.828,31.904,31.888,31.296,31.509,31.532,31.487,31.35,31.312,31.585,31.691,31.555,31.813,31.729,32.078,32.002,31.972,32.123,32.266,32.259,32.1,32.334,32.221,32.296,32.259,32.062,31.994,32.153,31.608,31.699,31.782,31.616,31.608,31.502,31.638,31.646,31.699,31.82,31.941,32.123,32.575,32.553,32.965,32.943,32.943,33.003,32.846,32.77,32.605,32.733,32.891,32.703,32.838,33.1,33.205,33.34,33.414,33.63,33.98,34.024,34.247,34.047,33.98,33.764,33.519,32.95,32.755,32.229,31.972,31.555,31.266,30.831,30.41,30.118,29.956,29.624,29.508,29.159,29.221,29.268,29.073,28.731,28.528,28.262,28.356,28.629,30.9,32.432,32.883,32.763,32.868,33.175,33.287,33.085,33.078
31.555,31.707,31.775,32.161,32.115,32.274,32.025,32.115,32.198,32.168,32.319,32.055,31.941,30.801,29.066,28.746,28.809,28.801,28.832,28.785,28.965,29.011,29.268,29.198,29.477,29.601,29.539,29.593,29.732,29.655,29.794,29.987,30.21,30.356,30.195,30.487,30.785,30.938,30.992,31.479,31.22,31.35,31.35,31.342,31.433,31.57,31.502,31.555,31.904,31.707,32.266,32.342,32.605,32.846,33.01,33.548,33.392,33.31,33.115,33.25,33.325,33.205,32.95,32.643,32.605,32.432,32.04,32.138,32.017,31.926,31.851,31.449,31.479,31.502,31.373,31.388,31.411,31.547,31.517,31.502,31.684,31.843,31.798,31.888,31.82,31.987,32.047,32.002,31.949,31.979,32.078,32.01,32.115,32.108,31.881,31.866,31.729,31.6,31.517,31.479,31.585,31.585,31.502,31.6,31.433,31.638,31.866,31.836,32.349,32.221,32.44,32.364,32.417,32.763,32.387,32.447,32.462,32.47,32.357,32.379,32.477,32.71,32.778,32.83,33.145,33.205,33.347,33.414,33.831,33.496,33.824,33.586,33.175,32.643,32.244,32.025,31.578,31.053,30.923,30.279,30.064,29.941,29.639,29.423,29.423,28.957,28.988,28.848,28.785,28.536,28.489,28.199,28.238,28.785,31.38,32.334,32.658,32.793,32.891,33.13,33.078,33.123,32.928
31.365,31.487,31.646,31.828,32.115,32.47,32.447,32.304,32.598,32.462,32.349,32.183,31.911,30.969,29.314,28.871,28.848,28.902,28.965,28.895,28.972,29.073,29.291,29.299,29.5,29.291,29.485,29.299,29.485,29.461,29.779,29.701,29.941,30.279,30.125,30.325,30.417,30.686,30.793,31.045,31.182,31.114,31.182,31.144,31.22,31.304,31.479,31.395,31.714,31.767,31.911,32.198,32.455,32.808,33.153,33.018,33.235,33.28,33.25,33.205,33.145,33.1,32.891,32.71,32.71,32.349,32.394,32.289,32.025,31.881,32.047,31.616,31.691,31.623,31.722,31.593,31.38,31.487,31.676,31.426,31.623,31.737,31.805,31.979,31.851,31.813,32.123,31.957,31.873,31.987,32.01,32.07,32.078,31.964,31.767,31.941,31.881,31.57,31.616,31.471,31.669,31.471,31.593,31.433,31.593,31.525,31.836,31.767,31.941,32.04,32.198,32.078,32.176,32.1,32.259,32.115,32.025,32.183,32.123,32.13,32.342,32.44,32.259,32.628,32.568,32.755,32.891,32.83,33.227,33.25,33.683,33.265,33.1,32.65,32.062,31.585,31.266,30.953,30.609,30.064,29.67,29.593,29.609,29.291,28.949,29.097,28.848,28.762,28.668,28.403,28.325,28.207,28.246,28.778,31.798,32.5,32.763,32.74,32.823,33.033,33.048,33.01,33.1
31.19,31.418,31.6,32.032,32.221,32.364,32.447,32.349,32.507,32.455,32.583,32.334,32.161,31.281,29.578,29.019,28.949,29.042,28.871,28.926,29.027,29.097,29.353,29.112,29.112,29.275,29.275,29.43,29.438,29.361,29.523,29.794,29.724,29.948,29.887,30.056,30.287,30.225,30.433,30.808,30.747,30.946,31.03,31.091,30.953,31.022,31.334,31.296,31.471,31.517,31.843,31.919,32.259,32.53,32.853,32.943,33.055,33.063,33.235,33.1,33.227,33.085,33.018,32.995,32.77,32.62,32.56,32.379,32.176,31.941,31.934,31.813,31.775,31.828,31.798,31.638,31.426,31.578,31.449,31.479,31.714,31.904,31.805,31.737,31.888,31.888,32.213,32.047,32.04,32.123,32.04,31.873,32.093,32.032,31.881,31.813,31.964,31.798,31.669,31.699,31.517,31.547,31.411,31.38,31.479,31.502,31.623,31.532,31.79,31.798,31.881,31.851,31.957,32.01,31.934,31.987,31.873,31.76,31.813,31.767,31.926,32.025,32.153,32.055,32.138,32.251,32.477,32.319,32.635,32.83,33.115,32.898,32.808,32.259,31.76,31.403,31.014,30.655,30.256,29.794,29.492,29.485,29.26,29.174,28.84,28.7,28.661,28.364,28.45,28.458,28.317,27.814,28.129,29.19,31.76,32.462,32.628,32.898,32.98,32.861,33.16,33.025,32.883
31.274,31.433,31.76,32.13,32.191,32.59,32.538,32.673,32.718,32.763,32.598,32.492,32.146,31.258,29.508,29.143,29.182,29.105,28.988,28.941,29.136,29.143,29.345,29.291,29.26,29.43,29.322,29.206,29.275,29.268,29.516,29.609,29.632,29.763,29.593,29.856,29.956,30.149,30.256,30.617,30.517,30.625,30.755,30.854,30.862,31.014,31.075,31.014,31.266,31.342,31.691,31.616,32.002,32.357,32.568,32.725,32.853,33.085,33.07,33.093,33.28,33.369,33.205,33.1,33.063,32.965,32.703,32.47,32.41,32.138,32.1,32.07,32.01,31.691,31.828,31.752,31.623,31.767,31.578,31.616,31.676,31.843,31.904,31.775,31.957,31.957,32.04,31.987,31.926,31.911,31.919,31.987,32.108,31.888,32.13,32.085,31.972,31.82,31.851,31.6,31.494,31.555,31.411,31.456,31.365,31.494,31.661,31.525,31.57,31.851,31.79,31.623,31.836,31.638,31.866,31.684,31.578,31.585,31.57,31.517,31.562,31.805,31.79,31.851,31.767,31.972,32.115,32.259,32.327,32.515,32.718,32.59,32.229,31.979,31.418,30.999,30.67,30.441,30.187,29.655,29.353,29.19,29.089,28.863,28.645,28.692,28.575,28.301,28.364,28.325,28.144,27.806,28.332,29.779,32.085,32.342,32.801,32.725,32.98,32.838,33.153,33.003,32.71
31.037,31.464,31.585,32.07,32.319,32.568,32.658,32.958,32.77,32.725,32.68,32.53,32.138,31.669,29.748,29.167,29.159,29.042,28.933,28.84,28.972,29.159,29.112,29.027,29.206,29.167,29.252,29.268,29.229,29.368,29.392,29.314,29.585,29.748,29.717,29.848,29.856,30.041,30.187,30.402,30.402,30.433,30.609,30.617,30.739,30.808,30.961,30.869,31.106,31.136,31.342,31.525,31.919,31.949,32.312,32.522,32.763,32.793,33.093,33.205,33.317,33.354,33.422,33.168,33.227,33.025,32.83,32.583,32.319,32.507,32.251,32.1,32.062,32.123,32.002,31.904,31.737,31.979,31.638,31.35,31.638,31.707,32.025,31.699,31.851,31.851,31.934,31.888,32.025,31.836,31.911,31.858,31.919,31.941,32.017,31.957,31.957,31.836,31.828,31.646,31.76,31.532,31.608,31.6,31.517,31.479,31.691,31.654,31.691,31.638,31.911,31.684,31.593,31.669,31.691,31.547,31.388,31.471,31.281,31.182,31.403,31.274,31.494,31.532,31.638,31.714,31.752,31.775,32.017,31.972,32.138,32.108,31.888,31.357,30.976,30.739,30.417,30.172,29.802,29.392,29.399,29.244,28.754,28.614,28.481,28.551,28.348,28.364,28.207,28.254,28.176,28.003,28.332,30.156,32.236,32.598,32.545,32.838,32.891,32.973,32.913,33.01,32.816
31.068,31.441,31.631,32.146,32.312,32.77,32.98,33.093,32.943,33.13,32.755,32.718,32.372,31.866,29.817,29.244,29.353,29.073,28.988,28.91,28.988,29.182,29.035,29.05,29.182,29.252,29.322,29.268,29.291,29.128,29.337,29.531,29.384,29.531,29.554,29.624,29.863,29.925,30.018,30.287,30.233,30.464,30.594,30.525,30.709,30.716,31.037,30.9,30.938,30.854,31.342,31.251,31.646,31.722,32.161,32.274,32.725,32.861,33.138,33.085,33.123,33.31,33.347,33.325,33.227,33.205,32.921,32.703,32.47,32.357,32.545,32.153,32.198,31.972,32.153,32.093,31.843,31.798,31.888,31.631,31.79,31.828,31.805,31.714,31.798,31.752,32.025,31.843,31.851,31.798,32.108,31.957,31.987,32.093,31.987,32.334,32.017,31.934,31.987,31.669,31.836,31.714,31.654,31.555,31.646,31.737,31.585,31.57,31.873,31.82,31.836,31.745,31.858,31.654,31.691,31.57,31.57,31.304,31.159,31.159,31.159,31.22,31.357,31.411,31.274,31.327,31.691,31.631,31.616,31.691,31.745,31.676,31.585,31.327,30.992,30.571,30.341,29.894,29.663,29.275,29.073,29.004,28.739,28.59,28.403,28.34,28.403,28.309,28.144,28.231,27.932,28.105,28.512,30.602,32.229,32.447,32.59,32.658,32.891,32.988,32.958,32.778,32.68
30.9,31.289,31.76,32.281,32.462,32.763,32.98,33.295,33.205,33.063,33.063,32.958,32.725,32.07,29.995,29.508,29.237,29.237,29.198,28.918,28.918,28.996,29.206,28.933,29.089,29.174,29.26,29.229,29.237,29.337,29.337,29.43,29.663,29.802,29.686,29.809,29.802,29.902,29.91,30.318,30.202,30.333,30.371,30.341,30.525,30.716,30.571,30.747,30.946,30.877,31.114,31.213,31.471,31.661,31.987,32.357,32.334,32.583,32.613,32.861,33.003,33.31,33.25,33.399,33.287,33.212,33.025,32.68,32.59,32.372,32.515,32.327,32.221,32.13,32.146,32.078,32.047,32.04,32.085,31.729,32.025,31.957,31.707,31.782,31.661,31.76,31.828,31.775,31.941,31.866,32.055,32.017,32.13,32.108,32.161,32.213,32.334,32.296,32.04,31.896,31.828,31.775,31.669,31.714,31.669,31.722,31.737,31.745,31.82,31.79,31.866,31.843,31.782,31.851,31.722,31.585,31.365,31.159,31.014,30.946,30.953,30.961,30.938,30.915,31.007,31.38,31.388,31.258,31.327,31.075,31.471,30.915,31.075,30.801,30.51,30.341,29.971,29.5,29.43,29.182,29.081,28.801,28.551,28.418,28.238,28.379,28.246,28.183,27.885,28.129,28.317,28.129,28.614,31.182,32.56,32.553,32.725,32.703,32.823,32.883,32.883,32.801,32.538
31.075,31.388,31.661,32.455,32.605,33.04,32.98,33.168,33.362,33.481,33.459,33.227,32.943,32.04,29.971,29.748,29.314,29.26,29.244,29.151,29.182,29.19,29.206,29.105,29.244,29.407,29.19,29.299,29.438,29.376,29.523,29.632,29.647,29.732,29.763,29.879,29.809,29.771,29.771,30.133,30.033,30.41,30.448,30.479,30.709,30.701,30.839,30.663,30.923,30.831,30.915,31.045,31.296,31.782,31.836,32.13,32.281,32.447,32.703,32.613,32.921,33.265,33.175,33.175,33.437,33.003,32.95,32.688,32.665,32.658,32.68,32.522,32.447,32.56,32.402,32.417,31.866,32.138,31.851,31.813,31.964,31.873,31.919,31.836,31.699,31.707,31.661,31.722,31.775,31.805,32.025,32.002,32.123,32.312,32.274,32.5,32.266,32.296,32.146,32.146,32.153,31.873,31.79,31.646,31.813,31.957,31.911,31.904,32.002,32.115,32.191,31.934,31.752,32.04,31.593,31.494,31.433,31.144,30.969,30.999,30.846,30.869,30.778,30.816,30.801,30.984,31.075,31.083,30.938,30.946,31.045,30.716,30.533,30.433,30.341,29.802,29.624,29.337,29.314,28.879,28.832,28.692,28.395,28.379,28.215,28.285,28.034,28.097,27.909,28.105,28.183,28.105,28.653,31.6,32.515,32.755,32.718,32.973,32.883,32.785,32.898,32.613,32.515
31.022,31.289,31.699,32.274,32.718,33.123,33.25,33.325,33.556,33.578,33.534,33.198,32.906,32.221,30.172,29.438,29.601,29.26,29.221,29.081,29.05,29.306,29.368,29.011,29.066,29.322,29.632,29.423,29.368,29.423,29.477,29.531,29.57,29.779,29.786,29.601,29.732,29.717,29.879,30.164,29.902,30.387,30.356,30.241,30.448,30.663,30.625,30.571,30.808,30.632,31.083,31.014,31.327,31.456,31.866,31.987,32.146,32.062,32.379,32.402,32.447,32.816,32.77,32.98,32.913,32.995,32.906,32.673,32.74,32.688,32.883,32.68,32.643,32.538,32.56,32.402,32.025,32.047,32.04,31.805,31.866,31.798,31.745,31.6,31.623,31.593,31.699,31.471,31.836,31.752,32.04,32.078,32.138,32.115,32.183,32.492,32.304,32.274,32.153,31.934,32.025,31.994,31.896,32.01,31.957,31.972,32.078,31.873,32.017,31.979,32.1,32.07,31.76,31.6,31.669,31.54,31.243,31.121,31.014,30.862,30.831,30.64,30.448,30.502,30.571,30.647,30.93,30.778,30.778,30.709,30.647,30.402,30.087,29.995,29.724,29.531,29.5,29.05,29.035,28.746,28.497,28.575,28.34,28.356,28.207,28.042,28.113,28.011,27.948,28.332,28.183,28.231,29.306,31.684,32.695,32.838,32.891,32.906,32.846,32.673,32.77,32.628,32.425
