34.963,35.037,35.142,35.183,35.28,35.203,35.247,34.658,34.409,34.005,33.487,33.013,32.715,32.433,32.133,32.004,31.908,31.795,31.929,31.987,32.079,32.041,32.283,32.499,32.387,32.698,32.624,32.636,32.615,32.541,32.574,32.976,32.806,32.922,32.98,32.996,33.331,33.104,33.104,33.248,33.087,33.124,33.298,33.12,33.203,33.273,33.133,32.971,33.252,33.066,33.128,33.182,33.178,33.248,33.095,33.248,33.285,33.322,33.24,33.277,33.19,33.244,33.149,32.93,32.926,32.885,32.851,32.661,32.47,32.474,32.391,32.187,32.071,32.079,32.004,31.791,31.707,31.77,31.661,31.511,31.674,31.661,31.787,31.829,31.921,31.908,31.895,31.95,31.741,31.895,31.766,31.954,31.887,32.05,32.162,32.216,32.345,32.499,32.487,32.694,32.74,32.864,32.984,33.079,33.194,33.318,33.26,33.0,33.05,33.26,33.248,33.244,33.339,33.124,33.298,33.392,33.512,33.285,33.479,33.545,33.545,33.561,33.545,33.421,33.532,33.429,33.487,33.207,33.174,33.203,33.413,33.24,33.112,32.868,33.0,32.694,32.777,32.441,32.669,32.615,32.35,32.216,32.108,31.954,32.037,32.083,32.175,31.833,32.15,31.987,32.129,32.204,32.673,32.624,33.166,33.623,34.144,34.463,34.793,34.858,35.162,35.211,35.215,35.077,35.11,34.927,34.821
34.858,35.077,35.203,35.223,35.118,35.134,35.101,34.675,34.246,33.894,33.466,32.885,32.586,32.478,32.237,31.971,31.85,31.971,31.921,31.883,32.096,32.162,32.316,32.428,32.408,32.561,32.416,32.412,32.624,32.578,32.64,32.785,32.677,32.876,32.822,32.876,33.178,32.984,33.17,32.938,32.984,33.174,32.959,32.947,33.071,33.083,33.087,33.083,33.017,33.252,33.091,33.215,33.289,33.364,33.331,33.256,33.491,33.285,33.31,33.26,33.265,33.355,33.104,33.079,33.182,33.009,32.963,32.976,32.707,32.553,32.503,32.437,32.262,32.175,31.912,31.883,31.983,31.812,31.946,31.745,31.904,31.808,31.758,31.916,31.85,31.921,31.87,31.883,31.728,31.866,31.816,32.029,32.137,32.208,32.399,32.607,32.619,32.619,32.802,32.785,32.789,32.938,32.951,33.009,33.087,33.009,33.116,33.075,33.141,33.141,33.277,33.174,33.178,33.075,33.454,33.322,33.368,33.45,33.532,33.524,33.59,33.471,33.499,33.553,33.442,33.314,33.331,33.244,33.31,33.347,33.252,33.182,33.153,33.042,32.955,32.876,32.872,32.59,32.727,32.42,32.35,32.254,32.2,31.979,31.895,32.146,32.087,32.041,32.025,32.133,32.229,32.374,32.478,32.963,33.236,33.541,33.959,34.279,34.662,34.898,35.114,35.15,34.996,35.126,35.065,34.854,34.906
34.992,35.024,35.175,35.223,35.142,35.158,35.081,34.723,34.201,33.689,33.392,33.029,32.566,32.287,32.029,32.046,32.062,31.962,31.925,31.958,32.187,32.229,32.337,32.383,32.262,32.395,32.632,32.574,32.47,32.512,32.731,32.868,32.802,32.822,32.785,32.996,32.984,33.046,32.843,33.137,32.971,33.075,32.959,32.967,33.104,33.083,33.178,33.186,33.066,33.042,33.133,33.095,33.227,33.26,33.351,33.248,33.244,33.17,33.372,33.351,33.26,33.434,33.215,33.194,33.298,33.186,32.914,32.88,32.756,32.727,32.603,32.628,32.466,32.399,32.291,32.154,31.916,31.946,31.812,31.941,31.937,31.966,31.808,31.783,31.912,31.883,31.841,32.058,31.829,31.804,32.091,32.179,32.304,32.404,32.578,32.843,32.764,32.802,32.93,32.897,32.773,33.025,32.971,32.963,33.112,32.918,33.199,33.186,33.219,33.248,33.277,33.256,33.347,33.174,33.343,33.413,33.52,33.331,33.384,33.454,33.425,33.602,33.545,33.668,33.541,33.582,33.578,33.392,33.31,33.194,33.31,33.054,32.988,32.893,32.806,32.769,32.698,32.64,32.682,32.482,32.462,32.399,32.433,32.029,32.216,32.121,32.154,32.071,31.87,32.204,32.2,32.354,32.458,32.727,33.157,33.442,33.898,34.418,34.556,35.004,35.106,35.02,35.219,35.134,35.134,34.996,34.972
34.955,35.15,35.126,35.243,35.195,35.166,35.077,34.67,34.422,33.684,33.516,32.98,32.669,32.291,32.1,32.137,31.891,32.041,32.058,32.05,32.154,32.129,32.316,32.341,32.404,32.453,32.491,32.632,32.545,32.532,32.694,32.686,32.827,32.748,32.839,32.868,32.98,32.955,33.042,32.831,32.897,32.893,32.909,32.872,32.988,33.066,33.095,32.868,32.781,32.967,33.038,33.19,33.273,33.285,33.347,33.326,33.487,33.343,33.137,33.368,33.223,33.166,33.182,33.182,33.318,33.178,32.959,32.976,32.756,32.93,32.673,32.686,32.607,32.611,32.433,32.158,32.246,32.225,32.008,31.904,31.946,31.891,31.854,31.966,31.904,31.987,32.037,32.091,32.025,31.921,32.075,32.433,32.545,32.536,32.673,32.557,32.793,32.984,32.806,32.971,32.901,32.922,33.227,33.112,32.942,33.017,33.17,33.004,33.153,33.17,33.149,33.12,33.293,33.124,33.182,33.116,33.273,33.244,33.285,33.388,33.516,33.561,33.549,33.483,33.318,33.318,33.401,33.236,33.108,33.186,33.116,33.025,32.69,32.963,32.876,32.731,32.827,32.636,32.769,32.698,32.441,32.32,32.345,31.996,32.246,32.033,32.021,32.008,32.179,32.091,32.25,32.25,32.59,32.694,33.116,33.409,33.968,34.573,34.748,34.723,34.947,35.061,35.016,35.203,35.073,34.764,34.862
34.963,35.235,35.118,35.13,35.199,35.077,35.175,34.837,34.324,33.721,33.178,32.785,32.59,32.42,32.1,32.1,32.116,32.091,32.041,32.096,32.366,32.162,32.474,32.453,32.216,32.412,32.449,32.495,32.491,32.566,32.632,32.789,32.723,32.74,32.885,32.872,32.938,32.847,32.901,32.789,32.694,32.615,32.769,32.847,32.827,33.05,32.98,32.81,33.1,32.901,32.942,33.182,33.227,33.421,33.318,33.376,33.273,33.364,33.248,33.232,33.31,33.062,33.256,33.025,33.372,33.219,33.075,33.157,33.013,32.889,32.653,32.901,32.793,32.624,32.566,32.233,32.212,32.337,32.208,32.187,32.058,31.975,31.929,32.108,32.033,31.883,32.091,32.166,32.075,32.121,32.187,32.449,32.648,32.628,32.88,32.785,32.897,32.909,32.818,33.0,32.988,32.967,33.079,33.0,33.058,33.013,33.413,33.025,33.116,33.116,33.133,33.166,33.207,33.1,33.227,33.054,33.293,33.1,33.166,33.211,33.219,33.438,33.285,33.178,33.256,33.19,32.959,32.885,32.889,32.971,32.889,32.984,32.864,32.839,32.711,32.798,32.723,32.512,32.831,32.586,32.408,32.449,32.246,32.308,32.054,32.304,32.2,32.033,32.054,32.129,32.104,32.337,32.458,32.735,32.98,33.376,34.009,34.332,34.801,34.943,34.98,35.154,35.296,35.122,35.17,35.004,34.837
35.239,35.045,35.264,35.138,35.093,35.114,35.211,34.695,34.564,33.462,33.322,32.814,32.57,32.449,32.004,32.15,32.091,32.104,32.012,32.125,32.283,32.183,32.466,32.345,32.474,32.487,32.711,32.453,32.428,32.52,32.615,32.57,32.59,32.798,32.773,32.798,32.702,33.042,32.793,32.702,32.624,32.648,32.702,32.773,32.698,32.918,33.046,32.93,32.88,33.104,33.062,33.252,33.318,33.314,33.24,33.17,33.248,33.17,33.186,33.083,33.207,33.087,33.087,33.033,33.277,33.153,33.058,32.955,32.98,32.926,32.731,32.914,32.735,32.727,32.586,32.453,32.271,32.395,32.275,32.141,32.358,32.204,32.096,32.133,32.25,32.333,32.171,32.275,32.129,32.258,32.32,32.449,32.665,32.777,32.798,32.885,32.839,32.876,32.847,32.901,32.963,33.236,33.017,32.951,32.901,32.976,33.17,33.033,33.178,33.058,33.058,33.042,33.1,32.818,33.108,33.128,33.203,32.88,33.05,33.062,33.112,33.021,33.042,32.959,32.959,33.046,32.971,32.702,32.69,32.785,33.017,32.831,32.698,32.727,32.578,32.802,32.744,32.57,32.677,32.557,32.487,32.512,32.333,32.345,32.291,32.087,32.287,32.116,32.046,32.108,32.283,32.208,32.366,32.752,33.054,33.347,33.853,34.209,34.683,34.878,35.012,34.935,34.967,35.0,35.024,34.943,34.825
35.203,35.243,35.389,35.114,35.016,35.0,35.061,34.748,34.14,33.504,33.145,32.992,32.574,32.374,32.154,32.221,32.129,32.291,32.237,32.366,32.47,32.325,32.698,32.52,32.619,32.599,32.557,32.628,32.661,32.545,32.64,32.764,32.566,32.653,32.727,32.806,32.835,32.769,32.756,32.694,32.644,32.669,32.524,32.748,32.677,32.963,32.971,33.071,32.942,33.079,33.066,33.145,33.194,33.339,33.207,33.19,33.166,33.124,33.149,33.079,32.992,32.988,33.128,33.124,33.075,32.98,33.029,33.133,33.062,32.934,32.843,32.942,32.74,32.744,32.462,32.536,32.462,32.32,32.379,32.246,32.291,32.191,32.046,32.333,32.233,32.112,32.316,32.258,32.47,32.424,32.383,32.632,32.822,32.707,32.806,32.885,32.889,32.909,32.876,32.74,32.868,32.976,32.947,33.013,32.934,32.996,33.124,32.955,32.992,33.1,33.174,32.889,32.971,33.025,33.161,32.827,32.914,32.727,32.889,32.872,32.976,32.893,32.909,32.802,32.744,32.785,32.731,32.711,32.553,32.682,32.798,32.677,32.702,32.632,32.557,32.686,32.557,32.541,32.524,32.408,32.437,32.412,32.433,32.329,32.466,32.233,32.295,32.154,32.233,32.154,32.225,32.399,32.549,32.657,33.153,33.475,33.894,34.377,34.675,34.841,35.134,34.976,35.187,35.008,34.935,34.87,34.972
35.276,35.32,35.308,35.158,35.114,35.081,34.967,34.609,34.054,33.656,33.194,32.839,32.499,32.354,32.283,32.275,32.15,32.395,32.433,32.325,32.404,32.229,32.582,32.59,32.818,32.603,32.611,32.532,32.566,32.657,32.541,32.599,32.532,32.595,32.735,32.582,32.727,32.607,32.64,32.624,32.702,32.723,32.673,32.615,32.835,32.988,33.038,32.897,33.004,33.046,33.025,33.265,33.302,33.273,33.322,33.166,33.227,33.062,32.914,33.174,33.017,32.988,33.033,32.959,33.182,32.909,33.108,33.145,33.108,33.042,32.963,32.735,32.856,32.653,32.528,32.636,32.611,32.47,32.433,32.329,32.412,32.404,32.312,32.316,32.341,32.445,32.478,32.42,32.507,32.458,32.682,32.719,32.81,32.677,32.798,32.731,32.909,32.897,32.856,32.864,32.909,32.996,32.835,32.947,32.876,32.905,33.025,32.81,33.029,33.021,33.066,32.942,32.947,33.021,32.885,32.702,32.93,32.644,32.686,32.748,32.723,32.864,32.835,32.88,32.744,32.69,32.528,32.366,32.428,32.694,32.673,32.624,32.682,32.595,32.495,32.478,32.445,32.433,32.561,32.474,32.428,32.379,32.428,32.47,32.391,32.25,32.291,32.212,32.233,32.258,32.304,32.275,32.441,32.636,33.182,33.277,33.82,34.548,34.703,34.858,35.089,35.142,35.183,35.166,35.142,34.858,34.74
35.211,35.401,35.563,35.337,35.203,35.097,35.02,34.56,34.185,33.499,33.199,32.81,32.698,32.466,32.204,32.291,32.358,32.304,32.287,32.32,32.549,32.507,32.628,32.661,32.566,32.507,32.503,32.524,32.677,32.503,32.512,32.64,32.399,32.416,32.57,32.528,32.536,32.727,32.59,32.636,32.624,32.553,32.595,32.69,32.814,32.955,33.038,33.038,32.88,32.905,33.223,33.215,33.405,33.31,33.17,33.277,33.042,33.091,32.909,32.951,32.914,33.145,32.885,32.914,33.124,32.959,32.938,32.901,32.934,32.798,32.959,32.992,32.715,32.744,32.677,32.582,32.503,32.487,32.57,32.437,32.354,32.487,32.412,32.42,32.437,32.362,32.549,32.383,32.615,32.624,32.491,32.682,32.748,32.607,32.711,32.934,32.901,32.905,32.806,32.831,32.756,32.88,32.789,32.905,32.735,32.905,33.029,32.711,33.128,32.914,33.033,33.174,32.926,32.839,32.885,32.644,32.872,32.669,32.76,32.578,32.512,32.752,32.545,32.69,32.611,32.545,32.599,32.499,32.507,32.553,32.648,32.64,32.424,32.557,32.458,32.387,32.528,32.32,32.574,32.453,32.611,32.445,32.279,32.337,32.345,32.35,32.387,32.212,32.191,32.112,32.237,32.258,32.437,32.735,33.054,33.281,34.017,34.315,34.719,34.996,35.004,35.211,35.235,35.126,35.158,35.081,34.996
35.276,35.361,35.466,35.442,35.26,35.0,34.715,34.597,34.123,33.504,33.281,32.802,32.673,32.362,32.354,32.341,32.387,32.512,32.437,32.42,32.507,32.428,32.512,32.686,32.595,32.578,32.644,32.599,32.578,32.408,32.395,32.553,32.47,32.437,32.474,32.437,32.545,32.599,32.615,32.677,32.541,32.619,32.831,32.694,32.677,32.773,33.112,33.021,32.93,33.091,33.116,33.1,33.265,33.351,33.223,33.199,33.033,33.075,33.013,32.934,32.963,32.897,32.963,32.835,32.889,32.942,33.046,32.947,32.942,32.976,32.88,32.934,32.731,32.872,32.619,32.553,32.624,32.42,32.499,32.316,32.557,32.428,32.391,32.424,32.478,32.416,32.582,32.561,32.491,32.619,32.648,32.491,32.669,32.756,32.793,32.773,32.88,32.764,32.851,32.719,32.764,32.785,32.781,32.86,32.698,32.822,32.971,32.901,33.029,32.942,32.947,32.806,32.868,32.764,32.822,32.735,32.607,32.677,32.686,32.582,32.607,32.545,32.661,32.532,32.495,32.345,32.404,32.312,32.441,32.607,32.25,32.453,32.474,32.412,32.433,32.404,32.561,32.329,32.644,32.52,32.258,32.503,32.445,32.379,32.412,32.295,32.42,32.304,32.287,32.116,32.204,32.233,32.586,32.603,33.017,33.364,33.808,34.381,34.675,34.894,35.223,35.179,35.207,35.284,35.114,34.943,35.162
