26.696,28.406,29.081,29.363,29.26,29.538,29.405,29.648,30.006,30.357,30.94,30.969,31.079,31.146,31.31,31.234,31.049,30.952,31.066,31.079,30.864,30.851,30.99,30.725,30.809,30.56,30.742,30.716,30.839,30.784,30.691,30.678,31.053,30.995,31.003,30.893,30.771,30.725,30.822,30.712,30.86,30.657,30.577,30.75,30.615,30.615,30.695,30.687,30.763,30.632,30.704,30.868,30.893,30.805,30.763,30.839,30.78,30.856,30.94,30.944,31.167,31.318,31.544,31.461,31.674,31.733,31.991,32.175,32.258,32.628,32.087,31.908,31.887,31.77,31.611,31.611,31.674,31.599,31.469,31.661,31.933,31.966,31.895,31.812,31.875,31.845,31.875,32.129,31.887,31.941,32.058,32.079,32.166,32.275,32.025,32.075,32.329,32.229,32.312,32.354,32.329,32.379,32.35,32.499,32.574,32.777,32.81,32.868,32.682,32.57,31.958,31.946,32.012,31.816,31.615,31.687,31.657,31.507,31.465,31.326,31.049,31.108,31.226,31.137,31.058,31.07,30.944,31.007,30.999,30.893,30.915,30.957,30.839,30.965,30.91,30.923,31.146,31.31,31.305,31.297,31.079,31.049,31.041,31.133,31.129,31.087,30.86,30.957,30.872,31.091,30.999,30.986,31.192,31.343,31.259,31.125,31.087,31.179,31.137,31.238,31.318,31.221,31.179,31.255,31.406,31.331,31.242,31.352,31.502,31.461,31.28,31.427,31.406,31.276,31.091,30.843,30.78,30.64,30.666,30.746,30.733,30.636,30.729,30.518,30.167,29.657,29.559,29.431,29.123,29.136,29.346,29.384,29.457,29.299,29.256,29.252,29.35,29.542
23.85,26.858,28.505,29.282,29.166,29.38,29.504,29.555,30.04,30.624,31.016,31.268,31.146,31.297,31.255,31.373,31.234,31.074,31.095,30.919,30.965,30.797,30.615,30.535,30.725,30.556,30.67,30.603,30.813,30.746,30.678,30.746,30.767,30.687,30.763,30.565,30.548,30.429,30.746,30.48,30.543,30.56,30.438,30.632,30.56,30.459,30.556,30.497,30.695,30.725,30.83,30.834,30.687,30.763,30.83,30.978,30.729,31.016,30.826,30.94,31.171,31.196,31.431,31.549,31.804,31.774,31.958,32.162,32.453,32.524,32.154,32.054,31.845,31.733,31.482,31.595,31.666,31.724,31.766,31.9,31.85,31.962,31.829,31.674,31.741,31.975,31.912,31.925,32.033,32.054,32.096,32.154,32.166,32.116,31.987,32.125,32.121,32.204,32.212,32.287,32.221,32.05,32.416,32.47,32.391,32.57,32.636,32.512,32.566,32.141,32.046,31.908,31.62,31.569,31.615,31.607,31.347,31.36,31.31,31.095,31.016,30.969,31.02,30.919,30.923,31.087,30.826,31.011,30.898,30.931,30.839,30.868,30.826,30.704,30.86,31.095,31.242,31.339,31.247,31.045,31.058,31.108,30.733,30.99,31.108,30.767,30.931,30.83,30.683,31.079,30.969,30.94,31.083,31.066,31.074,31.221,31.15,31.079,31.192,31.104,31.242,31.314,31.326,31.221,31.142,31.268,31.188,31.121,31.234,31.284,31.217,31.154,31.116,31.108,30.801,30.552,30.459,30.379,30.476,30.463,30.526,30.298,30.476,30.383,30.112,29.755,29.64,29.431,29.376,29.217,29.337,29.482,29.64,29.555,29.619,29.687,29.623,29.674
22.247,23.783,27.107,28.557,29.166,29.623,29.653,29.785,30.052,30.649,31.1,31.305,31.108,31.314,31.083,31.213,31.095,31.087,30.957,30.86,30.898,30.514,30.438,30.488,30.488,30.442,30.649,30.577,30.594,30.746,30.754,30.581,30.691,30.729,30.611,30.463,30.51,30.404,30.543,30.484,30.518,30.497,30.395,30.514,30.636,30.548,30.421,30.501,30.775,30.792,30.738,30.809,30.67,30.805,30.771,31.058,30.864,31.087,30.957,31.095,31.255,31.263,31.494,31.649,31.753,31.795,31.941,32.025,32.395,32.333,32.108,32.1,31.895,31.921,31.862,31.749,31.703,31.745,31.895,32.046,32.221,31.983,31.95,31.912,31.929,31.879,31.758,31.854,31.783,31.921,31.854,32.383,32.183,32.041,32.112,32.1,32.208,31.983,32.162,32.1,32.079,32.133,32.091,32.271,32.474,32.52,32.595,32.341,32.329,32.075,31.787,31.691,31.574,31.628,31.502,31.557,31.473,31.368,31.289,31.129,30.961,31.074,30.99,31.091,31.062,30.885,30.801,30.969,30.834,31.016,30.885,30.813,30.877,30.877,30.801,30.936,31.116,31.205,31.213,31.137,31.146,31.062,30.99,30.902,30.893,30.729,30.653,30.877,30.805,30.898,30.742,30.91,30.999,31.041,31.083,31.037,31.003,31.133,31.003,31.171,30.999,30.927,31.251,31.301,31.079,31.091,31.175,31.095,31.167,31.146,31.112,31.045,31.007,30.94,30.834,30.611,30.484,30.268,30.243,30.201,30.264,30.188,30.188,30.548,30.222,30.001,29.589,29.61,29.307,29.457,29.448,29.55,29.721,29.763,29.848,29.959,30.035,29.98
21.666,22.43,24.101,27.72,29.029,29.721,29.848,30.383,30.417,30.797,31.255,31.234,31.188,31.074,31.221,31.142,31.108,31.074,31.142,30.83,30.839,30.467,30.226,30.311,30.531,30.556,30.619,30.497,30.809,30.543,30.636,30.383,30.476,30.624,30.362,30.455,30.391,30.307,30.459,30.239,30.433,30.345,30.4,30.417,30.577,30.518,30.442,30.379,30.797,30.712,30.864,30.847,30.788,30.712,30.868,30.893,30.952,30.973,31.079,30.889,31.238,31.1,31.465,31.41,31.758,31.691,32.1,32.337,32.408,32.516,32.416,32.254,32.216,31.845,31.908,31.816,31.933,32.096,31.925,32.087,32.029,31.833,31.841,31.987,31.954,31.833,31.532,31.737,31.695,31.937,32.004,32.091,32.204,32.171,32.1,32.041,31.937,31.916,31.833,32.187,31.85,32.116,32.146,32.329,32.366,32.433,32.316,32.004,32.071,31.9,31.632,31.603,31.603,31.482,31.242,31.326,31.112,31.536,31.343,30.978,30.961,31.045,31.037,30.847,30.999,31.125,30.818,31.146,31.016,30.839,30.965,30.906,30.7,30.839,30.767,30.931,31.238,30.944,31.259,31.095,31.087,31.058,30.889,30.864,30.813,30.754,30.712,30.759,30.712,30.952,30.792,30.662,31.016,30.881,30.999,30.931,31.045,31.045,30.915,30.931,31.108,30.868,31.066,31.213,31.171,31.003,31.066,31.045,30.923,30.919,31.016,30.948,30.893,30.708,30.704,30.307,30.133,30.163,30.048,30.188,30.027,30.014,30.192,30.239,30.158,29.997,29.81,29.691,29.55,29.474,29.491,29.891,29.938,29.929,30.069,29.955,30.129,29.98
21.165,21.739,22.493,24.914,28.256,29.542,29.921,30.429,30.666,31.163,31.335,31.259,31.205,30.999,31.221,31.167,31.154,31.095,30.83,30.864,30.569,30.251,30.201,30.374,30.649,30.433,30.577,30.467,30.539,30.518,30.51,30.48,30.548,30.459,30.408,30.383,30.383,30.264,30.222,30.277,30.315,30.222,30.307,30.408,30.285,30.294,30.45,30.425,30.662,30.771,30.687,30.729,30.729,30.708,30.813,30.961,30.99,31.1,31.112,31.062,31.255,31.402,31.586,31.653,31.716,31.991,32.233,32.449,32.503,32.764,32.404,32.395,32.279,32.15,32.221,32.062,32.05,32.096,32.129,31.925,31.82,31.707,31.883,31.766,31.774,31.958,31.549,31.887,31.795,31.941,31.82,31.971,32.221,32.129,32.029,32.062,32.021,31.724,32.079,31.946,32.004,32.233,32.166,32.437,32.25,32.291,32.137,31.87,31.783,31.657,31.544,31.423,31.657,31.574,31.389,31.301,31.289,31.268,31.314,31.045,30.864,31.041,30.969,31.045,31.234,31.079,30.666,31.07,30.973,30.851,30.86,30.78,30.733,30.973,30.952,30.952,31.011,30.885,31.07,30.961,30.885,30.952,30.746,30.906,30.771,30.725,30.716,30.501,30.645,30.746,30.708,30.678,30.83,30.91,30.847,30.792,30.813,31.129,31.024,30.927,30.813,30.898,31.108,30.965,31.032,31.007,31.049,31.087,30.927,30.826,30.746,30.767,30.704,30.721,30.463,30.163,30.103,29.984,29.793,30.222,29.916,29.882,30.014,30.184,30.429,30.268,29.865,29.861,29.644,29.853,29.682,29.976,30.137,30.027,30.078,30.167,30.116,30.273
20.772,21.363,22.133,22.902,25.446,28.841,29.678,30.29,30.619,31.074,31.142,31.184,31.112,31.23,31.339,31.305,31.137,31.037,30.746,30.619,30.357,30.052,30.179,30.51,30.552,30.51,30.476,30.543,30.425,30.345,30.353,30.298,30.379,30.357,30.323,30.099,30.163,30.099,30.158,30.163,30.175,30.196,30.379,30.112,30.154,30.438,30.569,30.493,30.733,30.56,30.565,30.797,30.826,30.822,30.801,31.02,31.108,31.028,31.2,31.154,31.482,31.477,31.678,31.77,31.925,32.033,32.308,32.424,32.47,32.387,32.441,32.304,32.166,32.116,32.233,32.187,32.154,32.041,31.829,31.67,31.703,31.841,31.804,31.912,31.799,31.862,31.666,31.804,31.695,31.895,31.891,32.037,32.116,32.287,32.029,32.033,32.108,31.9,31.808,31.987,32.05,32.271,32.362,32.345,32.271,32.008,31.795,31.519,31.511,31.461,31.356,31.523,31.44,31.41,31.297,31.398,31.079,31.389,31.184,31.121,31.154,30.969,30.978,30.99,30.792,30.902,30.674,31.041,30.877,30.687,30.801,30.856,30.624,30.995,30.948,30.893,31.032,30.885,31.083,30.982,30.767,30.847,30.952,30.881,30.7,30.573,30.678,30.526,30.598,30.797,30.7,30.716,30.78,30.843,30.834,30.742,30.75,30.847,30.881,30.936,31.045,30.809,31.003,31.058,30.86,30.843,30.657,30.586,30.839,30.712,30.624,30.649,30.505,30.653,30.222,29.984,29.989,29.806,29.772,29.929,29.819,29.776,29.899,29.959,30.315,30.154,29.908,29.955,29.912,29.81,29.844,30.027,30.12,30.167,30.264,30.323,30.179,30.298
20.554,20.772,21.703,22.252,23.481,27.037,29.17,30.268,30.628,30.931,31.268,31.104,31.028,31.074,31.335,31.276,31.058,30.872,30.915,30.7,30.4,30.179,30.158,30.345,30.607,30.446,30.733,30.45,30.247,30.315,30.192,30.264,30.146,30.192,30.277,30.056,30.15,30.031,30.15,29.904,30.281,30.205,30.239,30.209,30.4,30.29,30.374,30.56,30.653,30.522,30.695,30.683,30.708,30.961,30.889,30.872,31.15,31.23,31.184,31.213,31.486,31.507,31.829,31.795,32.025,32.266,32.3,32.453,32.37,32.524,32.133,32.3,32.133,32.175,31.937,32.025,31.912,31.875,31.737,31.779,31.758,31.833,31.741,31.758,31.82,31.804,31.653,31.724,31.791,31.95,31.854,31.962,32.283,32.416,32.166,32.008,32.162,31.983,32.096,32.066,32.237,32.503,32.221,32.291,32.058,31.791,31.549,31.297,31.414,31.284,31.301,31.44,31.473,31.318,31.461,31.226,31.293,31.242,31.142,31.158,31.032,30.99,31.062,31.095,30.973,30.868,30.78,30.902,30.851,30.936,30.877,30.94,30.923,30.805,30.948,30.771,30.957,30.792,30.91,31.108,30.91,30.931,30.721,30.881,30.636,30.565,30.522,30.729,30.56,30.7,30.653,30.417,30.624,30.881,30.931,30.805,30.872,30.902,30.94,30.923,30.826,30.716,30.725,30.797,30.898,30.906,30.742,30.851,30.64,30.788,30.421,30.442,30.391,30.349,30.256,29.891,29.895,29.853,29.636,29.653,29.657,29.734,29.67,29.589,29.993,30.103,30.099,29.904,29.908,29.891,29.942,30.15,30.239,30.154,30.23,30.247,30.455,30.315
20.141,20.601,21.156,21.781,22.261,24.227,28.048,29.899,30.417,30.99,31.091,30.759,30.868,31.179,31.502,31.477,30.923,30.881,30.738,30.463,30.467,30.15,30.319,30.472,30.539,30.488,30.514,30.281,30.184,30.268,30.086,30.099,30.213,30.006,29.993,29.984,29.972,29.912,30.04,30.09,30.065,30.031,30.073,30.09,30.247,30.146,30.209,30.446,30.615,30.518,30.704,30.628,30.801,30.834,30.847,31.045,31.318,31.364,31.171,31.238,31.557,31.482,31.9,32.029,32.237,32.536,32.524,32.507,32.387,32.37,32.121,31.996,32.0,31.799,31.762,31.85,31.678,31.728,31.611,31.549,31.636,31.666,31.971,31.745,31.691,31.645,31.774,31.787,31.791,31.858,32.021,32.271,32.37,32.304,32.241,32.133,32.129,32.062,32.062,32.171,32.428,32.345,32.295,32.133,31.695,31.565,31.54,31.263,31.28,31.381,31.079,31.091,31.255,31.343,31.385,31.331,31.154,31.221,31.31,31.049,31.079,31.028,31.133,30.986,30.927,30.931,30.801,30.843,30.915,30.784,30.927,30.754,30.893,30.936,30.889,30.797,30.834,30.716,30.931,30.809,30.818,30.813,30.7,30.771,30.543,30.577,30.51,30.535,30.467,30.683,30.902,30.552,30.678,30.784,30.809,30.64,30.742,30.801,30.809,30.898,30.915,30.695,30.645,30.708,30.636,30.619,30.704,30.539,30.632,30.548,30.205,30.353,30.226,30.264,29.984,29.942,29.797,29.704,29.606,29.64,29.602,29.538,29.631,29.597,29.665,29.857,30.001,29.963,29.789,29.793,30.107,30.095,30.235,30.061,30.256,30.154,30.323,30.323
20.029,20.401,20.828,21.579,22.019,23.124,25.597,29.606,30.514,30.919,30.94,30.653,31.091,31.259,31.586,31.352,30.986,30.957,30.657,30.417,30.366,30.319,30.463,30.569,30.603,30.526,30.556,30.218,30.239,30.124,30.107,30.137,30.146,30.023,29.955,29.882,29.891,29.64,29.836,29.942,30.04,29.967,29.963,29.959,30.133,30.336,30.26,30.184,30.488,30.408,30.433,30.687,30.767,30.847,30.931,31.049,31.133,31.205,31.125,31.23,31.582,31.691,32.033,32.125,32.204,32.416,32.536,32.304,32.166,32.175,31.996,31.716,31.866,31.758,31.641,31.586,31.628,31.519,31.624,31.54,31.611,31.787,31.804,31.85,31.904,31.724,31.707,31.795,31.791,31.954,32.175,32.337,32.391,32.462,32.275,32.316,32.283,32.175,32.033,32.271,32.325,32.561,32.258,31.825,31.507,31.331,31.213,31.221,31.247,31.137,31.083,31.221,31.226,31.192,31.402,31.226,31.242,31.272,31.305,31.196,31.121,31.221,31.137,31.116,31.091,30.965,30.822,30.91,30.99,31.003,30.915,30.856,30.818,30.948,30.847,30.893,30.788,30.759,30.763,30.902,30.813,30.818,30.738,30.775,30.455,30.548,30.619,30.569,30.323,30.463,30.526,30.433,30.666,30.847,30.725,30.893,30.695,30.91,30.771,30.797,30.797,30.725,30.746,30.603,30.603,30.649,30.433,30.674,30.611,30.531,30.438,30.129,30.218,30.218,29.925,29.921,29.623,29.665,29.307,29.567,29.602,29.354,29.525,29.452,29.333,29.636,29.844,29.831,29.627,29.546,29.891,30.018,30.124,30.192,30.332,30.395,30.438,30.332
19.861,20.029,20.693,21.165,21.749,22.379,23.836,27.667,30.366,30.889,30.83,30.598,31.07,31.728,31.574,31.289,30.893,30.801,30.505,30.552,30.467,30.294,30.235,30.624,30.535,30.459,30.281,30.175,30.04,30.018,30.04,29.823,29.836,29.78,29.648,29.759,29.844,29.823,29.844,29.929,29.78,29.891,29.891,29.963,30.078,30.048,30.184,30.201,30.332,30.285,30.366,30.455,30.59,30.797,30.91,31.07,31.163,31.305,31.234,31.377,31.49,31.812,32.058,32.271,32.258,32.383,32.204,32.2,32.316,31.95,31.841,31.87,31.695,31.373,31.511,31.498,31.448,31.406,31.477,31.528,31.745,31.653,31.707,31.825,31.958,31.816,31.816,31.741,31.833,32.083,32.208,32.32,32.379,32.379,32.279,32.333,32.358,32.266,31.958,32.112,32.316,32.383,32.058,31.712,31.465,31.259,31.121,31.116,31.074,31.1,30.856,31.116,31.356,31.284,31.242,31.276,31.171,31.352,31.318,31.293,31.326,31.221,31.284,31.079,31.079,31.184,30.889,30.936,31.112,31.003,31.066,30.923,30.784,30.843,30.742,30.872,30.839,30.678,30.759,30.733,30.653,30.839,30.51,30.771,30.754,30.653,30.556,30.573,30.48,30.594,30.556,30.421,30.615,30.624,30.797,30.603,30.729,30.864,30.683,30.944,30.594,30.577,30.628,30.687,30.611,30.569,30.653,30.455,30.48,30.425,30.235,30.226,30.107,29.916,29.857,29.627,29.768,29.606,29.414,29.427,29.401,29.431,29.324,29.324,29.277,29.482,29.721,29.678,29.631,29.602,29.738,30.052,30.112,30.15,30.247,30.476,30.467,30.311
