35.087,34.879,34.684,34.741,34.279,34.488,34.488,34.474,34.479,34.25,34.135,34.188,34.264,34.331,34.622,34.726,34.917,35.22,35.551,35.929,36.352,36.549,36.586,36.131,35.622,35.447,35.173,35.173,35.054,34.855,34.717,34.631,34.474,34.279,34.341,34.202,34.049,34.14,34.097,34.173,34.164,34.236,34.422,34.441,34.474,34.593,34.593,34.75,34.855,34.978,35.201,35.173,35.249,35.277,35.447,35.457,35.405,35.381,35.424,35.13,35.087,35.13,34.931,34.959,34.926,34.969,34.921,34.855,34.888,34.921,34.931,34.912,34.921,34.907,34.926,34.907,34.94,35.007,34.883,34.879,34.959,34.864,34.831,34.803,34.817,34.593,34.665,34.607,34.584,34.579,34.598,34.503,34.426,34.46,34.469,34.412,34.322,34.317,34.317,34.221,34.231,34.221,34.193,34.245,34.159,34.312,34.307,34.393,34.302,34.279,34.298,34.226,34.322,34.064,34.097,34.059,33.92,33.872,33.819,33.819,33.853,33.906,33.901,33.977,34.116,34.226,34.374,34.422,34.426,34.379,34.36,34.35,34.14,34.126,34.102,34.068,34.25,34.193,34.407,34.431,34.665,34.826,34.888,34.978,34.874,34.726,34.693,34.565,34.436,34.322,34.159,34.03,33.934,33.896,33.93,33.934,33.939,33.992,33.939,33.992,33.997,33.93,34.04,33.992,33.939,33.896,33.91,33.872,33.877,33.958,33.954,33.944,33.858,33.858,33.968,33.839,33.81,33.8,33.791,33.795,33.915,33.858,33.977,33.954,34.107,34.326,34.369,34.312,34.393,34.527,34.493,34.522,34.493,34.398,34.398,34.364,34.331,34.264,34.288,34.283,34.45,34.269,34.436,34.426,34.436,34.45,34.607,34.631,34.688,34.693,34.717,34.65,34.588,34.636,34.503,34.493,34.507,34.298,34.202,34.216,34.03,34.001,33.915,33.992,33.858,33.867,33.92,33.877,33.877,33.954,33.973,33.934,33.944,33.915,33.958,34.006,33.93,33.92,33.848,33.949,33.973,34.011,34.073,34.068,34.264,34.631,34.693,35.159,35.414,35.253,35.4,35.608,35.565,35.575,35.561,35.49,35.296,35.206,35.087,34.978,34.912,34.988,35.021,34.959,35.049,35.073,35.045,35.068,35.03,35.163,35.173,35.159
34.907,34.712,34.536,34.345,34.293,34.484,34.546,34.474,34.302,34.202,34.13,34.121,34.207,34.312,34.393,34.498,34.883,35.253,35.584,35.966,36.38,36.61,36.408,36.009,35.594,35.301,35.163,35.187,35.045,34.983,34.717,34.707,34.484,34.488,34.36,34.279,34.178,34.14,34.178,34.226,34.274,34.274,34.393,34.527,34.527,34.679,34.745,34.774,34.993,35.045,35.211,35.348,35.447,35.471,35.461,35.523,35.476,35.424,35.428,35.343,35.334,35.177,34.969,35.045,34.959,34.907,34.993,34.888,34.997,34.926,34.955,34.955,34.988,34.974,34.969,35.011,35.011,35.068,35.04,34.988,35.021,34.898,34.964,34.822,34.817,34.75,34.669,34.607,34.627,34.617,34.612,34.598,34.627,34.617,34.479,34.541,34.512,34.369,34.45,34.469,34.369,34.293,34.283,34.341,34.226,34.274,34.255,34.259,34.279,34.259,34.264,34.178,34.183,34.092,34.102,33.987,33.963,33.815,33.834,33.872,33.867,33.858,33.872,34.083,34.302,34.431,34.422,34.484,34.517,34.731,34.584,34.593,34.536,34.355,34.355,34.36,34.369,34.426,34.46,34.646,34.736,34.959,35.026,35.087,35.092,34.936,34.788,34.593,34.531,34.298,34.312,34.173,34.083,33.958,33.92,33.997,33.944,33.982,33.963,34.025,34.03,34.03,34.097,34.059,34.159,34.102,33.963,34.164,34.068,34.03,34.102,34.044,33.987,33.987,34.092,33.877,33.829,33.824,33.819,33.819,33.867,33.843,33.997,34.121,34.264,34.293,34.441,34.517,34.717,34.531,34.641,34.536,34.479,34.493,34.426,34.46,34.331,34.331,34.36,34.45,34.512,34.507,34.479,34.574,34.479,34.588,34.684,34.698,34.817,34.817,34.784,34.703,34.703,34.622,34.546,34.584,34.46,34.302,34.216,34.207,34.116,34.054,33.982,33.958,33.882,33.896,33.949,33.887,33.877,33.992,34.025,33.872,33.896,34.001,34.006,34.011,33.944,33.858,33.934,33.977,34.073,34.016,34.087,34.121,34.245,34.512,34.693,34.94,35.31,35.315,35.471,35.556,35.603,35.575,35.57,35.547,35.31,35.168,35.177,35.064,34.888,34.822,34.826,34.831,35.04,34.955,35.054,35.059,35.073,35.106,35.163,35.272
34.707,34.426,34.216,34.293,34.322,34.493,34.541,34.512,34.398,34.293,34.04,34.173,34.259,34.145,34.245,34.264,34.907,35.372,35.863,36.098,36.408,36.577,36.305,35.985,35.636,35.239,35.22,35.225,35.125,34.988,34.798,34.726,34.465,34.512,34.398,34.302,34.245,34.13,34.302,34.379,34.426,34.512,34.531,34.712,34.712,34.779,34.902,34.902,35.064,35.154,35.405,35.424,35.461,35.509,35.537,35.476,35.466,35.461,35.433,35.381,35.32,35.32,35.173,35.258,35.045,35.035,35.068,35.03,35.054,35.087,35.092,35.083,35.04,34.983,35.03,35.097,35.03,35.106,35.045,35.021,35.021,35.011,34.888,34.869,34.85,34.774,34.769,34.684,34.65,34.688,34.888,34.883,34.85,34.831,34.779,34.726,34.679,34.56,34.541,34.541,34.488,34.426,34.403,34.417,34.312,34.279,34.269,34.322,34.288,34.226,34.293,34.183,34.216,34.068,34.04,33.973,33.977,33.891,33.91,33.915,33.901,33.915,34.025,34.102,34.312,34.374,34.56,34.579,34.769,34.812,34.788,34.826,34.807,34.822,34.588,34.541,34.56,34.588,34.66,34.788,34.85,35.125,35.282,35.163,35.102,35.007,34.764,34.612,34.593,34.455,34.279,34.154,34.021,33.963,33.939,34.083,33.973,34.107,34.092,34.087,34.121,34.207,34.159,34.107,34.183,34.183,34.293,34.35,34.345,34.455,34.298,34.369,34.298,34.202,34.135,34.001,33.987,33.839,33.819,33.891,34.006,33.987,34.092,33.992,34.279,34.46,34.55,34.665,34.779,34.731,34.736,34.588,34.517,34.455,34.45,34.384,34.403,34.345,34.507,34.517,34.541,34.55,34.655,34.565,34.755,34.684,34.75,34.874,34.931,34.902,34.726,34.793,34.707,34.684,34.555,34.546,34.398,34.336,34.302,34.231,34.202,34.116,34.092,34.059,34.011,33.977,34.03,33.963,33.997,34.03,34.083,33.882,34.083,34.068,34.073,34.078,34.021,34.154,34.173,34.068,34.078,34.04,34.126,34.236,34.197,34.431,34.469,34.893,35.201,35.414,35.395,35.575,35.603,35.58,35.556,35.57,35.267,35.272,35.13,35.054,34.907,34.888,34.836,34.826,34.869,34.836,34.883,34.978,35.087,35.149,35.149,35.234
34.465,34.231,34.078,34.202,34.479,34.569,34.579,34.393,34.331,34.145,34.087,33.992,34.193,34.121,34.073,33.383,34.907,35.565,35.849,36.145,36.45,36.53,36.263,35.886,35.485,35.239,35.249,35.305,35.135,35.035,34.741,34.707,34.569,34.531,34.393,34.379,34.345,34.274,34.369,34.46,34.512,34.541,34.745,34.784,34.703,34.864,34.974,35.14,35.168,35.414,35.466,35.471,35.542,35.509,35.48,35.49,35.428,35.405,35.395,35.452,35.428,35.348,35.305,35.239,35.239,35.225,35.097,35.064,35.125,35.125,35.116,35.144,35.149,35.14,35.102,35.111,35.125,35.258,35.087,35.035,35.092,34.969,35.03,34.921,34.912,34.774,34.85,34.784,34.684,34.888,34.898,34.893,34.855,35.111,35.111,34.978,34.817,34.803,34.741,34.612,34.65,34.622,34.569,34.417,34.374,34.393,34.298,34.322,34.288,34.264,34.25,34.226,34.312,34.054,33.992,33.982,33.949,33.882,33.81,33.863,33.887,34.001,33.968,34.25,34.322,34.379,34.431,34.474,34.75,34.959,35.016,35.064,35.073,34.997,34.888,34.722,34.788,34.665,34.807,34.931,34.959,35.338,35.367,35.315,35.097,35.087,34.836,34.75,34.555,34.388,34.302,34.173,34.107,34.121,34.154,34.164,34.126,34.173,34.236,34.231,34.269,34.216,34.236,34.178,34.245,34.293,34.388,34.603,34.588,34.731,34.574,34.517,34.45,34.417,34.355,34.15,34.001,33.958,34.087,34.04,34.04,34.016,34.164,34.178,34.312,34.569,34.75,34.669,34.817,34.731,34.736,34.627,34.531,34.507,34.431,34.412,34.493,34.522,34.498,34.55,34.717,34.679,34.712,34.807,34.826,34.822,34.917,34.874,34.921,34.95,34.883,34.807,34.684,34.665,34.612,34.469,34.465,34.331,34.24,34.173,34.111,34.135,34.054,34.078,34.021,33.954,34.03,33.92,34.035,34.092,34.14,34.016,34.102,34.04,34.073,34.044,34.035,34.202,34.202,34.216,34.135,34.087,34.126,34.216,34.274,34.469,34.517,34.784,35.159,35.258,35.353,35.556,35.599,35.66,35.603,35.556,35.296,35.215,35.073,34.893,34.85,34.841,34.684,34.665,34.779,34.731,34.831,34.874,35.021,35.111,35.106,35.13
34.298,33.997,33.968,34.288,34.46,34.627,34.569,34.436,34.35,34.049,33.887,33.958,34.13,34.302,34.059,32.79,34.888,35.57,36.07,36.361,36.479,36.502,36.258,35.849,35.362,35.196,35.215,35.267,35.121,34.907,34.888,34.883,34.607,34.598,34.403,34.369,34.283,34.403,34.398,34.646,34.631,34.745,34.75,34.841,34.784,34.988,35.149,35.121,35.244,35.433,35.443,35.466,35.428,35.296,35.357,35.362,35.31,35.282,35.301,35.353,35.32,35.296,35.277,35.263,35.253,35.192,35.258,35.106,35.277,35.106,35.163,35.253,35.225,35.177,35.296,35.211,35.159,35.225,35.097,35.083,35.106,35.007,34.94,34.898,34.879,34.86,34.869,34.912,34.907,34.974,35.087,35.13,35.211,35.357,35.409,35.381,35.196,35.106,34.974,34.869,34.803,34.755,34.674,34.707,34.607,34.507,34.412,34.56,34.307,34.302,34.293,34.183,34.269,34.107,34.035,33.973,33.872,33.91,33.92,33.872,33.906,33.934,33.973,34.121,34.121,34.274,34.384,34.412,34.684,34.807,35.016,35.206,35.173,35.177,35.187,35.016,34.993,34.907,34.974,35.002,35.239,35.372,35.372,35.386,35.23,35.026,34.978,34.755,34.588,34.36,34.307,34.269,34.164,34.13,34.121,34.236,34.245,34.25,34.307,34.269,34.341,34.259,34.288,34.25,34.322,34.403,34.507,34.607,34.879,34.902,34.983,34.845,34.679,34.669,34.465,34.374,34.35,34.107,34.092,34.064,34.154,34.126,34.221,34.231,34.469,34.517,34.831,34.86,34.883,34.769,34.646,34.527,34.546,34.531,34.469,34.469,34.446,34.527,34.65,34.726,34.788,34.883,34.879,34.907,34.926,34.883,34.988,34.936,34.964,34.983,34.874,34.703,34.76,34.603,34.579,34.431,34.488,34.364,34.259,34.24,34.164,34.126,34.078,34.059,34.078,33.982,34.011,34.04,34.078,34.078,34.049,34.049,34.078,34.04,34.044,34.049,34.14,34.183,34.216,34.236,34.236,34.202,34.236,34.212,34.255,34.317,34.479,34.717,35.073,35.267,35.461,35.608,35.599,35.679,35.613,35.674,35.239,35.23,34.993,34.793,34.636,34.669,34.655,34.646,34.655,34.598,34.517,34.698,34.912,35.064,35.168,35.111
34.064,33.982,34.006,34.379,34.65,34.75,34.569,34.403,34.178,33.944,33.81,33.834,34.021,34.269,34.446,34.703,35.206,35.603,36.079,36.436,36.436,36.483,36.046,35.65,35.372,35.083,35.196,35.239,35.087,35.04,34.907,34.779,34.636,34.588,34.403,34.412,34.488,34.426,34.679,34.627,34.745,34.817,35.021,35.054,34.94,35.073,35.14,35.097,35.182,35.244,35.428,35.272,35.267,35.22,35.206,35.249,35.234,35.244,35.253,35.263,35.258,35.291,35.244,35.249,35.249,35.225,35.215,35.258,35.249,35.258,35.206,35.424,35.301,35.282,35.353,35.286,35.296,35.305,35.097,35.03,35.054,35.007,34.912,34.912,34.955,34.888,34.964,35.03,35.073,35.068,35.206,35.177,35.386,35.48,35.65,35.627,35.603,35.395,35.395,35.121,35.135,34.841,34.874,34.86,34.817,34.764,34.636,34.622,34.598,34.412,34.374,34.259,34.326,34.15,34.097,34.025,33.968,33.867,33.91,33.901,33.901,33.91,33.973,34.073,34.126,34.164,34.226,34.374,34.431,34.655,34.793,35.049,35.196,35.296,35.395,35.239,35.258,35.002,35.324,35.064,35.329,35.376,35.395,35.357,35.23,34.983,35.026,34.674,34.617,34.422,34.283,34.336,34.178,34.15,34.145,34.169,34.178,34.264,34.274,34.326,34.35,34.307,34.269,34.288,34.25,34.469,34.565,34.774,34.855,35.059,35.073,34.964,34.888,34.693,34.669,34.469,34.384,34.193,34.178,34.169,34.173,34.035,34.322,34.326,34.469,34.631,34.869,34.788,34.917,34.86,34.788,34.569,34.555,34.527,34.527,34.484,34.507,34.522,34.76,34.726,34.774,34.921,34.964,34.926,34.917,34.974,34.993,34.955,34.974,34.817,34.803,34.745,34.636,34.565,34.465,34.431,34.384,34.293,34.259,34.173,34.135,34.154,34.107,34.107,34.083,34.006,34.049,34.054,34.054,34.073,34.13,34.044,34.04,34.044,34.059,34.044,34.13,34.255,34.221,34.274,34.269,34.255,34.259,34.216,34.173,34.307,34.345,34.66,35.002,35.267,35.211,35.504,35.632,35.693,35.679,35.528,35.31,35.305,34.988,34.741,34.641,34.517,34.422,34.436,34.579,34.398,34.412,34.584,34.741,34.779,35.111,35.135
34.03,34.011,34.145,34.531,34.631,34.826,34.684,34.55,34.111,33.824,33.728,33.805,34.035,34.111,34.484,34.831,35.348,35.608,36.07,36.493,36.507,36.474,36.032,35.447,35.192,34.993,35.149,35.211,35.102,34.974,34.902,34.779,34.641,34.627,34.522,34.45,34.588,34.503,34.731,34.76,34.764,34.912,34.978,34.974,35.059,35.116,35.125,35.144,35.102,35.211,35.182,35.23,35.234,35.154,35.177,35.225,35.22,35.206,35.225,35.249,35.301,35.244,35.282,35.315,35.32,35.267,35.215,35.258,35.372,35.301,35.324,35.428,35.433,35.386,35.419,35.338,35.31,35.225,35.083,35.054,35.045,34.945,34.902,34.888,34.917,34.888,34.988,35.073,35.097,35.211,35.272,35.343,35.504,35.698,36.042,36.056,36.028,35.966,35.811,35.627,35.4,35.154,35.14,35.168,34.874,35.064,34.879,34.888,34.698,34.569,34.536,34.364,34.302,34.197,34.207,34.04,34.035,33.877,33.925,33.92,33.896,33.906,34.001,33.973,34.116,34.193,34.197,34.259,34.407,34.641,34.817,35.035,35.23,35.381,35.4,35.495,35.476,35.433,35.419,35.334,35.414,35.405,35.362,35.097,35.045,34.983,34.836,34.698,34.555,34.527,34.469,34.398,34.302,34.283,34.236,34.259,34.197,34.231,34.231,34.245,34.269,34.283,34.341,34.283,34.46,34.422,34.498,34.646,34.874,35.035,35.073,35.064,34.969,34.945,34.669,34.665,34.465,34.388,34.317,34.279,34.288,34.312,34.307,34.345,34.569,34.688,34.926,34.893,34.969,34.883,34.831,34.607,34.56,34.555,34.531,34.536,34.546,34.612,34.665,34.841,34.94,35.049,35.021,35.035,34.988,34.997,34.969,34.945,34.921,34.798,34.822,34.703,34.622,34.555,34.531,34.465,34.436,34.364,34.193,34.202,34.183,34.14,34.087,34.078,34.064,34.044,34.068,34.073,34.068,34.078,34.078,33.954,34.044,33.987,34.059,34.054,34.059,34.193,34.312,34.302,34.331,34.35,34.312,34.293,34.283,34.302,34.341,34.584,34.917,35.201,35.234,35.277,35.679,35.726,35.665,35.584,35.291,35.026,34.75,34.646,34.479,34.512,34.317,34.345,34.403,34.293,34.474,34.374,34.65,34.874,34.888,35.045
34.04,34.025,34.245,34.693,34.693,34.95,34.707,34.507,34.078,33.762,33.628,33.685,33.829,34.135,34.426,34.822,35.23,35.632,36.061,36.474,36.45,36.413,36.028,35.428,35.215,34.978,35.168,35.068,35.049,35.016,34.784,34.874,34.646,34.693,34.598,34.631,34.598,34.665,34.669,34.907,34.936,34.879,34.997,35.102,35.04,35.163,35.111,35.168,35.135,35.149,35.125,35.106,35.144,35.144,35.135,35.125,35.182,35.168,35.23,35.206,35.267,35.263,35.301,35.324,35.376,35.353,35.367,35.301,35.433,35.461,35.428,35.594,35.495,35.499,35.424,35.334,35.296,35.168,35.097,35.011,34.988,34.864,34.86,34.869,34.893,34.974,35.026,35.286,35.211,35.334,35.414,35.386,35.48,35.679,35.867,36.07,36.056,36.131,36.136,35.938,35.806,35.603,35.424,35.424,35.386,35.201,35.177,35.206,34.921,34.879,34.569,34.498,34.403,34.226,34.245,34.169,34.073,33.925,33.939,33.997,34.054,34.001,34.064,33.997,34.116,34.169,34.269,34.221,34.412,34.674,34.822,34.988,35.211,35.263,35.357,35.523,35.419,35.405,35.443,35.395,35.428,35.424,35.353,35.22,35.04,35.007,34.974,34.807,34.603,34.584,34.579,34.569,34.536,34.302,34.326,34.255,34.083,34.121,34.116,34.14,34.25,34.245,34.293,34.298,34.326,34.35,34.617,34.698,34.826,34.997,35.064,35.068,35.073,34.94,34.879,34.674,34.531,34.426,34.307,34.293,34.331,34.312,34.341,34.393,34.598,34.845,34.997,34.945,35.045,34.926,34.855,34.65,34.598,34.646,34.579,34.622,34.646,34.66,34.874,34.997,35.087,35.078,35.054,35.083,35.097,35.011,35.078,34.959,34.945,34.86,34.736,34.684,34.631,34.607,34.56,34.522,34.498,34.293,34.25,34.212,34.245,34.164,34.145,34.078,34.059,34.068,34.087,34.035,34.14,34.097,34.04,33.91,34.001,33.949,34.016,34.097,34.016,34.102,34.259,34.436,34.322,34.374,34.322,34.302,34.24,34.293,34.326,34.764,34.722,35.211,35.282,35.58,35.58,35.674,35.731,35.547,35.234,34.974,34.86,34.56,34.188,34.326,34.111,34.111,34.312,34.159,34.231,34.226,34.541,34.731,34.86,34.874
34.049,34.178,34.293,34.693,34.707,34.95,34.745,34.55,34.078,33.8,33.637,33.656,33.882,34.226,34.507,34.94,35.381,35.787,36.155,36.427,36.45,36.277,35.778,35.438,35.187,34.864,35.045,35.021,35.035,34.959,34.836,34.779,34.679,34.669,34.712,34.784,34.788,34.75,34.94,34.926,34.978,35.04,34.983,35.173,35.13,35.13,35.14,35.097,35.125,35.111,35.125,35.111,35.121,35.102,35.149,35.14,35.23,35.177,35.234,35.225,35.296,35.315,35.329,35.343,35.391,35.504,35.518,35.409,35.584,35.551,35.712,35.693,35.613,35.471,35.476,35.376,35.301,35.206,35.045,35.026,34.997,34.983,34.855,34.888,34.902,34.931,34.988,35.092,35.083,35.253,35.376,35.443,35.499,35.542,35.641,35.83,35.801,35.995,36.286,36.206,36.211,36.037,35.816,35.806,35.48,35.471,35.48,35.301,35.13,34.959,34.86,34.598,34.469,34.298,34.255,34.283,34.302,34.202,34.274,34.111,34.13,34.04,34.011,34.15,34.15,34.197,34.259,34.326,34.536,34.674,34.779,34.988,35.054,35.059,35.054,35.182,35.343,35.357,35.509,35.509,35.575,35.438,35.4,35.32,35.173,35.002,34.978,34.94,34.898,34.75,34.593,34.879,34.764,34.517,34.565,34.441,34.236,34.15,34.102,34.068,34.097,34.13,34.245,34.317,34.336,34.412,34.56,34.755,34.822,34.978,35.116,35.054,35.026,34.955,34.793,34.736,34.455,34.441,34.341,34.374,34.331,34.312,34.441,34.422,34.55,34.85,34.997,35.049,35.144,34.974,34.902,34.855,34.817,34.641,34.579,34.703,34.798,34.964,35.073,35.144,35.177,35.149,35.163,35.154,35.102,35.087,35.116,34.955,34.921,34.803,34.741,34.703,34.636,34.622,34.631,34.612,34.412,34.374,34.331,34.355,34.126,34.221,34.14,34.102,34.145,34.097,34.092,34.121,34.097,34.092,34.092,34.011,34.054,33.944,34.049,34.011,34.054,34.15,34.288,34.35,34.398,34.417,34.36,34.331,34.302,34.317,34.531,34.507,34.855,34.997,35.144,35.443,35.698,35.721,35.721,35.532,35.177,34.86,34.717,34.426,34.298,34.216,34.145,34.049,34.212,34.068,34.15,34.145,34.355,34.498,34.76,34.917
34.049,34.188,34.493,34.712,34.712,34.945,34.788,34.507,34.183,33.896,33.676,33.69,33.853,34.231,34.55,34.912,35.391,35.811,36.164,36.404,36.469,36.319,35.768,35.272,35.092,34.855,35.007,34.959,35.016,35.021,34.864,34.931,34.764,34.798,34.774,34.817,34.902,34.864,34.945,34.964,35.083,35.045,35.116,35.187,35.059,35.149,35.168,35.097,35.102,35.116,35.13,35.149,35.192,35.111,35.187,35.291,35.253,35.253,35.249,35.263,35.372,35.391,35.575,35.499,35.608,35.617,35.594,35.589,35.764,35.74,35.712,35.669,35.679,35.513,35.485,35.381,35.291,35.272,35.035,35.073,35.021,34.864,34.855,34.898,34.874,34.85,34.784,34.869,34.907,35.182,35.187,35.263,35.258,35.376,35.452,35.509,35.551,35.613,35.834,36.093,36.173,36.328,36.277,36.14,36.098,35.811,35.792,35.523,35.424,35.149,35.002,34.598,34.531,34.355,34.312,34.35,34.345,34.345,34.336,34.422,34.255,34.221,34.159,34.231,34.173,34.212,34.283,34.302,34.455,34.607,34.707,34.793,34.888,34.893,35.04,35.04,35.078,35.192,35.305,35.433,35.433,35.499,35.485,35.324,35.258,35.23,35.035,35.059,34.926,34.898,34.85,34.959,34.912,34.883,34.707,34.493,34.407,34.212,34.102,34.049,34.116,34.083,34.326,34.326,34.36,34.436,34.56,34.764,34.883,35.026,35.026,35.03,34.997,34.95,34.722,34.66,34.469,34.36,34.46,34.341,34.45,34.322,34.403,34.541,34.684,34.917,34.964,35.016,35.263,35.121,35.054,35.026,34.826,34.807,34.755,34.764,34.955,34.978,35.026,35.177,35.173,35.154,35.144,35.168,35.14,35.121,34.964,34.879,34.964,34.869,34.712,34.66,34.722,34.674,34.617,34.603,34.517,34.469,34.388,34.336,34.164,34.173,34.193,34.102,34.102,34.107,34.102,34.092,34.126,34.107,34.111,33.934,34.049,33.982,34.078,33.992,34.116,34.188,34.245,34.384,34.412,34.422,34.364,34.326,34.307,34.322,34.341,34.446,34.584,34.921,34.95,35.305,35.683,35.735,35.707,35.542,35.201,35.016,34.593,34.322,34.159,34.164,34.14,34.006,34.006,34.054,34.044,33.968,34.322,34.45,34.741,34.907
