35.308,35.543,35.565,35.74,35.879,35.85,35.995,36.046,36.265,36.287,36.294,36.25,36.163,36.214,36.025,35.154,34.121,33.92,33.623,33.437,33.466,33.317,33.429,33.616,33.668,33.638,33.683,33.95,33.913,34.143,34.158,34.225,34.121,34.358,34.469,34.543,34.439,34.513,34.491,35.066,35.0,34.86,34.978,34.875,34.779,34.955,34.801,34.852,35.014,35.264,35.374,35.345,35.411,35.227,35.286,35.169,35.095,35.271,34.882,35.073,34.764,34.757,34.698,34.535,34.232,34.35,34.165,34.365,34.054,34.136,34.38,34.188,34.262,34.321,34.447,34.417,34.38,34.461,34.543,34.668,35.0,34.992,35.132,34.801,34.72,34.528,34.513,34.417,34.387,34.313,34.151,34.188,33.972,33.958,34.01,34.01,33.928,34.143,34.113,34.284,34.661,34.528,34.771,34.919,35.022,35.036,34.816,34.816,34.845,34.639,34.867,34.941,35.11,35.279,35.308,35.777,35.594,35.689,35.521,35.367,35.535,35.22,34.97,34.808,34.867,34.735,34.661,34.35,34.291,34.062,34.321,34.069,33.995,33.943,34.062,33.779,33.683,33.556,33.392,33.489,34.195,35.44,35.915,35.915,35.995,35.798,35.886,36.025,35.988,35.733,35.777
35.374,35.411,35.491,35.784,35.733,35.908,36.068,36.083,36.287,36.228,36.214,36.49,36.403,36.337,35.966,35.235,34.024,33.623,33.593,33.444,33.34,33.534,33.332,33.526,33.437,33.772,33.891,33.816,33.95,34.151,34.076,34.188,34.017,34.024,34.284,34.18,34.41,34.254,34.521,34.712,34.683,34.587,34.653,34.668,34.749,34.727,34.83,34.801,34.786,35.125,35.125,35.139,35.22,35.176,35.257,35.117,35.029,35.161,34.911,34.801,34.83,34.653,34.808,34.698,34.565,34.498,34.38,34.284,34.328,34.188,34.173,34.232,34.173,34.343,34.284,34.217,34.365,34.202,34.299,34.328,34.528,34.491,34.469,34.365,34.439,34.424,34.195,34.188,34.202,34.113,34.262,34.18,33.995,33.883,34.076,34.024,34.091,34.239,34.21,34.402,34.572,34.646,34.875,35.132,35.132,35.117,35.058,34.801,34.757,34.757,34.786,34.941,34.985,35.176,35.418,35.271,35.286,35.345,35.381,35.447,35.271,35.286,35.205,34.875,34.668,34.639,34.594,34.225,33.987,34.039,34.01,33.891,33.742,33.779,33.787,33.824,33.534,33.392,33.287,33.354,34.306,35.718,36.039,35.966,35.981,36.17,35.952,35.871,35.835,35.835,35.747
34.992,35.381,35.557,35.725,35.747,35.922,35.959,35.966,36.192,36.207,36.272,36.461,36.33,36.221,36.119,35.161,34.247,33.876,33.75,33.571,33.444,33.638,33.354,33.548,33.616,33.846,33.772,33.839,33.742,33.623,33.779,33.727,33.66,33.846,33.943,34.039,34.084,34.276,34.395,34.521,34.565,34.55,34.38,34.454,34.572,34.506,34.543,34.698,34.845,34.992,34.948,35.11,35.051,35.191,35.147,35.066,34.86,35.154,34.786,34.808,34.779,34.506,34.609,34.521,34.58,34.35,34.136,34.306,34.306,34.165,34.343,34.21,34.069,34.321,34.269,34.262,34.225,34.202,34.165,34.136,34.247,34.128,34.202,34.247,34.173,34.41,34.188,34.313,34.18,34.143,34.076,34.113,34.099,33.913,34.047,34.076,34.054,34.38,34.232,34.535,34.69,34.646,34.985,35.286,35.051,35.044,34.882,34.705,34.631,34.749,34.594,34.764,34.978,35.088,35.051,34.867,35.176,35.051,35.161,35.147,35.455,35.411,35.036,34.683,34.639,34.276,34.284,34.099,33.943,33.972,33.802,33.452,33.556,33.548,33.735,33.541,33.511,33.429,33.354,33.429,34.476,35.769,36.265,36.214,36.243,35.871,35.937,36.097,35.879,35.879,35.798
35.22,35.264,35.447,35.623,35.535,35.784,35.937,35.981,36.279,36.337,36.308,36.446,36.504,36.337,36.156,35.462,34.18,33.72,33.63,33.496,33.72,33.571,33.429,33.623,33.645,33.824,33.772,33.861,33.69,33.563,33.645,33.474,33.519,33.72,33.653,33.787,33.772,34.002,34.254,34.506,34.365,34.358,34.225,34.306,34.424,34.188,34.41,34.365,34.668,34.653,34.933,34.926,34.933,34.97,35.132,34.897,35.066,35.154,34.757,34.779,34.786,34.683,34.639,34.587,34.535,34.469,34.395,34.128,34.202,34.165,34.18,34.002,34.106,34.062,34.373,34.262,34.343,34.18,34.173,34.254,34.18,34.225,34.18,34.099,34.343,34.262,34.202,34.195,34.306,34.121,34.069,34.18,34.158,34.113,34.106,34.262,34.099,34.158,34.35,34.469,34.771,34.845,34.823,34.978,35.044,34.845,34.771,34.58,34.439,34.424,34.646,34.749,34.786,34.749,34.764,34.698,34.823,34.882,35.117,35.205,35.249,35.447,34.786,34.521,34.402,34.128,34.01,33.95,33.705,33.697,33.578,33.354,33.369,33.459,33.593,33.399,33.556,33.347,33.377,33.422,34.808,35.85,36.083,36.265,36.308,35.966,36.054,36.105,35.981,35.966,35.725
34.978,35.279,35.359,35.513,35.557,35.806,35.959,36.025,36.207,36.134,36.388,36.57,36.533,36.519,36.265,35.491,34.225,33.839,33.586,33.563,33.437,33.354,33.377,33.407,33.653,33.541,33.727,33.764,33.377,33.437,33.481,33.34,33.25,33.548,33.444,33.75,33.705,33.794,34.143,34.128,34.225,34.143,34.18,33.995,34.217,34.217,34.321,34.498,34.41,34.661,34.58,34.801,34.919,34.852,34.948,34.882,34.919,35.022,34.867,34.852,34.808,34.83,34.594,34.602,34.395,34.461,34.432,34.402,34.313,34.173,34.232,34.217,34.047,34.01,34.195,34.18,34.225,34.054,34.017,34.143,34.269,34.35,34.158,34.239,34.113,34.173,34.299,34.262,34.225,34.284,34.291,34.188,34.143,34.039,34.091,34.232,34.165,34.225,34.217,34.454,34.742,34.535,34.771,34.793,34.816,34.72,34.631,34.365,34.402,34.498,34.498,34.683,34.742,34.616,34.631,34.602,34.69,34.749,34.933,34.963,35.205,35.176,34.646,34.402,34.395,34.069,34.091,33.72,33.534,33.504,33.489,33.257,33.347,33.347,33.28,33.511,33.354,33.28,33.175,33.377,34.97,35.952,36.17,36.337,36.316,36.061,36.134,35.966,35.879,35.922,35.82
34.926,35.257,35.367,35.418,35.477,35.762,35.842,35.966,36.046,36.257,36.308,36.584,36.519,36.461,36.446,35.66,34.358,33.787,33.824,33.563,33.407,33.369,33.511,33.422,33.593,33.556,33.504,33.481,33.452,33.257,33.407,33.317,33.175,33.459,33.466,33.511,33.638,33.571,33.764,33.995,34.099,34.062,33.809,34.01,34.21,34.113,34.202,34.343,34.447,34.498,34.565,34.609,34.808,34.904,34.978,34.955,34.867,34.941,34.816,34.978,34.749,34.55,34.602,34.521,34.447,34.41,34.217,34.513,34.269,34.202,34.373,34.151,34.217,34.076,34.136,34.143,34.239,33.943,33.995,34.084,34.084,34.18,34.128,34.217,34.417,34.35,34.313,34.173,34.328,34.291,34.395,34.373,34.284,34.358,34.299,34.269,34.284,34.373,34.38,34.498,34.683,34.469,34.58,34.69,34.631,34.513,34.395,34.336,34.247,34.38,34.35,34.402,34.602,34.439,34.343,34.543,34.616,34.727,34.69,34.83,35.007,34.911,34.676,34.358,34.217,34.165,33.928,33.653,33.481,33.481,33.466,33.242,33.1,33.13,33.34,33.317,33.407,33.19,33.272,33.548,35.095,36.076,36.214,36.337,36.243,36.199,36.119,36.046,35.995,35.74,35.908
34.845,35.271,35.381,35.469,35.638,35.703,35.93,35.915,36.192,36.403,36.446,36.584,36.504,36.497,36.287,35.755,34.521,33.816,33.735,33.519,33.586,33.407,33.384,33.437,33.541,33.474,33.399,33.608,33.429,33.205,33.227,33.28,33.242,33.452,33.183,33.265,33.34,33.63,33.675,33.735,34.099,33.831,34.062,33.854,34.217,34.047,34.202,34.084,34.239,34.41,34.521,34.476,34.602,34.609,34.897,34.816,34.764,34.904,34.786,34.823,34.653,34.587,34.624,34.535,34.417,34.299,34.321,34.358,34.306,34.572,34.262,34.276,34.151,34.21,34.188,34.136,34.284,34.128,34.291,34.276,34.38,34.239,34.173,34.165,34.151,34.402,34.165,34.395,34.417,34.476,34.447,34.557,34.402,34.395,34.284,34.373,34.254,34.284,34.336,34.439,34.55,34.373,34.491,34.447,34.484,34.594,34.439,34.188,34.262,34.225,34.276,34.358,34.358,34.41,34.461,34.328,34.602,34.424,34.698,34.616,34.852,34.749,34.543,34.432,34.262,33.891,33.854,33.534,33.444,33.347,33.399,33.055,33.078,33.1,33.115,33.048,33.265,33.212,33.257,33.861,35.374,36.316,36.381,36.294,36.097,36.119,35.981,35.988,35.988,35.791,35.762
34.867,34.919,35.22,35.418,35.689,35.682,36.025,35.974,36.272,36.512,36.337,36.635,36.657,36.555,36.483,35.703,34.609,33.913,33.593,33.422,33.526,33.377,33.302,33.28,33.384,33.407,33.496,33.452,33.31,33.168,33.377,33.25,33.168,33.369,33.272,33.34,33.227,33.601,33.519,33.608,33.787,33.987,34.158,34.002,34.165,33.95,34.113,34.106,34.195,34.313,34.424,34.432,34.454,34.808,34.823,34.602,34.845,34.992,34.646,34.867,34.852,34.572,34.631,34.757,34.624,34.506,34.424,34.373,34.528,34.269,34.41,34.284,34.151,34.188,34.313,34.35,34.336,34.35,34.173,34.202,34.284,34.217,34.365,34.321,34.35,34.247,34.269,34.557,34.676,34.594,34.513,34.668,34.521,34.373,34.535,34.262,34.269,34.55,34.469,34.535,34.402,34.306,34.447,34.521,34.365,34.417,34.439,34.358,34.21,34.195,34.262,34.269,34.313,34.373,34.321,34.439,34.395,34.358,34.498,34.823,34.757,34.543,34.239,34.121,34.032,33.809,33.764,33.571,33.369,33.227,33.325,33.025,33.07,32.98,33.048,33.078,33.31,33.287,33.28,33.995,35.652,36.301,36.279,36.388,36.257,36.301,36.09,36.134,36.119,35.93,35.667
34.454,34.838,35.315,35.411,35.601,35.828,35.871,36.039,36.141,36.265,36.345,36.671,36.577,36.635,36.504,35.871,34.727,33.958,33.563,33.399,33.534,33.332,33.332,33.407,33.332,33.287,33.362,33.504,33.28,33.302,33.526,33.369,33.13,33.504,33.541,33.429,33.369,33.511,33.593,33.727,33.898,33.868,33.92,33.928,34.195,34.017,34.062,34.121,34.158,34.276,34.365,34.38,34.506,34.506,34.631,34.705,34.735,34.933,34.845,35.007,34.897,34.955,34.735,34.742,34.447,34.491,34.41,34.476,34.424,34.498,34.306,34.506,34.343,34.284,34.284,34.247,34.284,34.336,34.336,34.343,34.217,34.313,34.35,34.217,34.269,34.476,34.602,34.565,34.793,34.801,34.764,34.757,34.609,34.521,34.572,34.565,34.432,34.528,34.55,34.365,34.402,34.432,34.447,34.528,34.469,34.469,34.58,34.41,34.269,34.217,34.18,34.306,34.395,34.306,34.21,34.173,34.38,34.41,34.506,34.484,34.313,34.225,34.136,33.92,33.839,33.72,33.727,33.496,33.354,33.242,33.212,32.988,32.891,32.853,32.988,33.04,33.168,33.302,33.392,34.165,35.689,36.425,36.345,36.417,36.236,36.134,36.061,36.105,35.922,35.922,35.55
34.306,34.742,35.227,35.337,35.63,35.645,35.893,36.185,36.308,36.308,36.359,36.744,36.555,36.475,36.591,35.974,34.845,34.01,33.675,33.414,33.571,33.347,33.414,33.347,33.414,33.541,33.399,33.422,33.265,33.31,33.526,33.459,33.399,33.623,33.548,33.548,33.459,33.601,33.548,33.697,33.72,33.861,33.935,33.891,34.106,34.017,34.136,34.18,34.269,34.284,34.225,34.365,34.299,34.683,34.698,34.771,34.757,34.941,34.749,35.161,34.852,34.823,34.705,34.742,34.572,34.705,34.439,34.513,34.535,34.557,34.447,34.491,34.395,34.158,34.358,34.262,34.343,34.306,34.291,34.217,34.276,34.225,34.35,34.269,34.417,34.543,34.506,34.749,34.742,34.845,34.823,34.639,34.661,34.535,34.764,34.513,34.616,34.646,34.498,34.506,34.646,34.535,34.676,34.543,34.727,34.535,34.506,34.35,34.343,34.232,34.262,34.254,34.343,34.136,34.21,34.195,34.269,34.291,34.321,34.239,34.091,34.054,33.802,33.861,33.69,33.697,33.802,33.519,33.392,33.25,33.452,33.04,33.108,32.995,32.906,32.958,33.145,33.093,33.34,34.521,35.893,36.483,36.533,36.461,36.381,36.228,35.981,36.061,36.003,35.82,35.623
