36.446,36.272,36.49,36.192,36.032,35.798,35.594,35.579,35.418,34.926,35.007,34.838,34.786,34.594,34.779,34.838,34.749,34.86,34.867,35.257,35.139,35.073,35.205,35.022,34.838,34.668,34.823,34.712,34.771,34.889,34.543,34.735,34.757,34.867,34.845,34.838,34.933,34.845,34.882,35.117,34.852,35.029,35.014,35.036,35.066,35.293,34.992,35.103,35.279,35.315,35.33,35.183,35.007,35.147,35.191,35.191,35.286,35.403,35.22,35.411,35.396,35.264,35.308,35.403,35.403,35.301,35.469,35.455,35.499,35.323,35.403,35.33,35.264,35.337,35.381,35.469,35.279,35.601,35.594,35.645,35.594,35.674,35.645,35.667,35.623,35.535,35.499,35.462,35.44,35.477,35.367,35.33,35.235,35.227,35.249,35.301,35.33,35.433,35.315,35.469,35.44,35.337,35.411,35.711,35.565,35.55,35.616,35.696,35.696,35.689,35.777,36.068,35.871,36.039,36.163,36.083,35.988,35.857,35.908,35.871,35.652,35.682,35.842,35.579,35.63,35.711,35.682,35.623,35.601,35.557,35.521,35.337,35.367,35.169,35.205,35.198,35.161,34.992,35.169,34.97,34.919,35.154,34.882,35.161,35.022,35.103,34.97,34.985,35.08,35.036,35.0,34.911,34.83,34.779,34.793,34.852,34.941,35.139,34.963,34.911,35.147,35.227,34.955,34.882,34.86,34.661,34.727,34.646,34.727,34.653,34.72,34.779,34.882,34.882,34.845,35.33,35.469,35.886,35.915,36.221,36.25,36.396,36.49,36.381,36.526,36.403
36.41,36.228,36.403,36.214,36.243,35.937,35.769,35.418,35.315,34.978,35.066,34.845,34.786,34.749,34.676,34.823,34.676,34.875,34.808,35.176,35.191,35.036,34.992,35.125,34.889,34.801,34.801,34.683,34.852,34.757,34.897,34.992,34.653,34.83,34.911,34.646,34.985,34.97,34.875,35.007,35.014,35.095,34.963,35.029,34.992,35.169,35.132,35.227,35.169,35.139,35.308,35.132,35.125,35.242,35.403,35.323,35.345,35.301,35.462,35.293,35.579,35.44,35.645,35.506,35.477,35.586,35.411,35.484,35.257,35.433,35.491,35.352,35.323,35.183,35.447,35.616,35.535,35.543,35.55,35.952,35.652,35.777,35.623,35.586,35.696,35.425,35.433,35.279,35.425,35.484,35.359,35.469,35.271,35.315,35.125,35.301,35.257,35.249,35.418,35.477,35.491,35.345,35.411,35.711,35.506,35.623,35.747,35.718,35.922,35.755,35.835,36.025,35.995,35.922,36.199,36.054,36.083,35.82,35.871,35.762,35.638,35.499,35.55,35.403,35.74,35.908,35.66,35.718,35.477,35.528,35.696,35.455,35.55,35.345,35.11,35.381,35.11,35.132,35.213,35.08,34.86,35.191,35.036,35.235,35.396,35.381,35.11,35.08,34.764,34.978,35.066,34.97,34.668,34.882,34.801,34.933,34.941,34.933,34.985,34.985,34.992,35.051,34.985,34.676,34.911,34.889,34.808,34.727,34.838,34.786,34.764,34.786,35.036,35.022,35.014,35.352,35.418,35.893,35.988,36.243,36.301,36.461,36.454,36.541,36.591,36.57
36.323,36.301,36.257,36.192,36.083,35.901,35.652,35.447,35.308,34.97,35.191,34.771,34.698,34.69,34.779,34.801,34.838,34.897,34.97,35.235,35.154,35.235,35.147,34.978,34.786,34.572,34.83,34.594,34.852,34.86,34.786,34.712,34.727,34.668,34.955,34.771,34.852,34.911,34.823,35.095,35.044,34.919,34.86,34.911,35.066,35.066,35.08,35.235,35.337,35.169,35.418,35.235,35.139,35.191,35.337,35.389,35.286,35.257,35.433,35.477,35.359,35.367,35.616,35.359,35.601,35.381,35.352,35.411,35.462,35.425,35.491,35.345,35.381,35.418,35.447,35.682,35.565,35.616,35.601,35.674,35.638,35.937,35.535,35.565,35.638,35.477,35.396,35.293,35.315,35.308,35.235,35.359,35.205,35.058,35.154,35.308,35.176,35.257,35.249,35.257,35.623,35.286,35.499,35.703,35.528,35.484,35.638,35.652,35.806,35.74,35.806,35.944,35.974,36.003,36.046,36.083,35.988,35.791,35.871,35.682,35.565,35.586,35.63,35.506,35.499,35.689,35.638,35.521,35.433,35.345,35.535,35.418,35.367,35.249,35.249,35.227,34.941,34.838,35.08,35.125,34.86,35.169,35.073,35.088,35.301,35.213,34.948,34.985,34.941,34.793,34.86,34.712,34.639,34.72,34.624,34.735,34.616,34.698,34.838,34.911,34.801,34.911,35.058,34.941,34.668,34.882,34.889,34.639,34.668,34.631,34.565,34.779,34.86,35.132,34.963,35.425,35.506,35.703,36.061,36.156,36.221,36.294,36.417,36.345,36.461,36.396
36.207,36.323,36.257,36.141,36.199,35.791,35.74,35.411,35.249,35.066,34.941,34.786,34.875,34.786,34.867,34.948,34.889,34.875,34.963,35.147,35.073,35.264,35.183,35.051,34.83,34.823,34.992,34.705,34.852,34.992,34.661,34.875,34.469,34.771,34.867,34.904,34.882,34.742,35.235,34.992,35.0,35.11,34.97,35.147,34.955,35.147,35.301,35.22,35.301,35.381,35.161,35.139,35.029,35.235,35.352,35.301,35.411,35.249,35.55,35.477,35.572,35.579,35.535,35.513,35.469,35.528,35.403,35.161,35.411,35.367,35.506,35.491,35.477,35.528,35.513,35.462,35.499,35.667,35.835,36.141,35.696,35.806,35.718,35.777,35.769,35.44,35.491,35.367,35.418,35.315,35.352,35.308,35.271,35.264,35.103,35.257,35.22,35.374,35.396,35.484,35.557,35.674,35.455,35.777,35.543,35.491,35.674,35.784,35.798,35.703,35.769,36.017,36.105,36.185,36.214,36.061,36.039,35.616,35.893,35.769,35.557,35.403,35.55,35.703,35.425,35.586,35.711,35.682,35.616,35.521,35.718,35.623,35.345,35.433,35.147,35.227,35.073,35.0,35.191,35.022,34.992,35.249,35.183,35.213,35.191,35.22,34.948,35.029,34.948,34.801,34.757,34.661,34.661,34.661,34.683,34.786,34.845,34.757,34.882,34.897,34.919,35.044,34.978,34.955,34.653,34.875,34.816,34.676,34.484,34.661,34.749,34.779,34.852,35.066,35.066,35.477,35.469,35.711,36.061,35.995,36.09,36.323,36.316,36.388,36.265,36.533
36.265,36.214,36.141,36.032,35.806,35.703,35.55,35.455,35.191,35.051,35.022,34.963,34.889,34.668,34.742,34.83,34.933,34.941,35.051,35.235,35.279,35.088,35.088,35.022,34.793,34.838,34.933,34.683,34.83,34.801,34.757,34.845,34.816,34.897,35.132,34.757,35.051,34.963,34.963,35.22,34.845,34.919,35.125,35.029,35.132,35.183,35.036,35.036,35.103,35.139,35.227,35.183,35.066,35.213,35.242,35.323,35.403,35.411,35.762,35.528,35.411,35.462,35.667,35.513,35.608,35.491,35.506,35.484,35.535,35.301,35.477,35.477,35.63,35.711,35.63,35.696,35.521,35.733,35.85,35.93,35.842,35.974,35.477,35.711,35.674,35.418,35.374,35.286,35.425,35.425,35.257,35.161,35.257,35.205,35.293,35.169,35.293,35.447,35.367,35.557,35.491,35.616,35.455,35.784,35.682,35.447,35.55,35.777,35.791,35.674,35.798,36.017,36.003,36.134,36.301,36.097,35.966,35.769,35.784,35.806,35.616,35.565,35.477,35.389,35.506,35.608,35.521,35.711,35.682,35.513,35.396,35.513,35.33,35.279,35.139,35.169,35.103,35.095,35.066,34.793,35.029,35.073,34.97,35.073,34.948,34.963,34.875,34.992,34.867,34.845,34.779,34.639,34.676,34.668,34.572,34.602,34.72,34.587,34.661,34.602,34.808,34.771,34.757,34.838,34.727,34.86,34.727,34.712,34.823,34.646,34.668,34.86,34.764,34.926,35.205,35.359,35.44,35.777,35.966,35.981,36.207,36.214,36.352,36.272,36.083,36.308
36.301,36.156,36.017,36.017,36.097,35.813,35.586,35.601,35.315,34.985,35.11,34.852,34.735,34.735,34.742,34.808,34.816,34.919,35.125,35.264,35.205,35.191,35.161,35.014,34.867,34.816,34.816,34.668,34.83,34.992,34.867,34.793,34.749,34.882,34.963,35.007,35.036,34.941,34.97,35.242,35.029,35.161,35.132,35.147,35.242,35.073,35.11,35.073,35.014,35.191,35.014,35.139,35.139,35.154,35.315,35.374,35.418,35.513,35.543,35.608,35.543,35.667,35.572,35.586,35.491,35.572,35.403,35.447,35.403,35.462,35.674,35.638,35.63,35.703,35.499,35.718,35.703,35.85,36.046,35.974,35.966,35.769,35.908,35.857,35.769,35.733,35.55,35.462,35.264,35.462,35.191,35.345,35.33,35.301,35.183,35.381,35.308,35.389,35.499,35.74,35.703,35.798,35.455,35.915,35.696,35.477,35.608,35.703,35.777,35.689,35.652,35.915,35.974,36.207,36.119,36.083,35.981,35.703,35.85,35.652,35.572,35.469,35.674,35.565,35.484,35.718,35.66,35.791,35.55,35.345,35.477,35.315,35.352,35.213,35.051,35.205,34.963,34.985,34.933,34.992,34.808,35.154,34.941,35.058,34.911,35.007,34.86,34.86,34.676,34.668,34.919,34.72,34.705,34.676,34.572,34.58,34.616,34.705,34.793,34.764,34.631,34.985,34.639,34.742,34.764,34.786,34.838,34.757,34.565,34.69,34.72,34.779,34.801,34.933,35.103,35.359,35.499,35.733,35.711,35.974,36.097,36.257,36.141,36.403,36.243,36.287
36.243,36.025,35.937,36.032,35.966,35.645,35.447,35.499,35.161,35.044,35.029,34.948,34.771,34.757,34.83,35.0,35.088,35.029,35.058,35.198,35.139,34.933,34.963,34.875,34.845,34.683,34.742,34.587,34.941,34.889,34.749,34.83,34.735,34.698,34.941,34.889,34.97,35.022,35.044,35.198,35.103,35.169,35.095,35.125,35.11,35.095,35.029,34.97,34.97,35.132,35.125,35.132,35.125,35.352,35.301,35.308,35.499,35.491,35.513,35.682,35.74,35.601,35.652,35.535,35.455,35.535,35.689,35.352,35.477,35.623,35.682,35.652,35.747,35.711,35.711,35.798,35.543,35.988,35.842,35.915,35.915,35.813,35.777,35.74,35.682,35.579,35.396,35.455,35.499,35.462,35.447,35.279,35.257,35.257,35.315,35.279,35.433,35.345,35.645,35.755,35.682,35.652,35.499,35.747,35.506,35.381,35.638,35.63,35.725,35.572,35.711,35.835,35.85,35.944,36.039,35.995,35.82,35.725,35.696,35.528,35.469,35.433,35.565,35.418,35.477,35.499,35.484,35.557,35.352,35.213,35.301,35.066,35.191,35.117,35.007,35.014,34.889,35.029,34.97,34.941,34.838,35.036,34.823,35.014,34.771,34.919,34.911,34.705,34.742,34.779,34.735,34.653,34.594,34.653,34.668,34.69,34.587,34.557,34.838,34.698,34.557,34.779,34.698,34.683,34.587,34.624,34.727,34.616,34.698,34.602,34.735,34.838,34.941,34.919,35.058,35.249,35.477,35.601,35.725,36.061,36.025,36.337,36.279,36.33,36.33,36.301
36.148,35.937,36.039,35.711,35.864,35.74,35.506,35.345,35.22,34.72,35.088,34.808,34.852,34.86,34.793,34.742,34.889,34.926,35.125,35.205,35.169,35.073,34.823,34.845,34.808,34.676,34.793,34.572,34.771,34.801,34.749,34.771,34.609,34.867,35.139,35.007,34.963,34.985,35.058,35.176,35.147,35.11,35.242,35.117,35.0,35.117,35.051,35.235,35.235,35.044,35.095,35.249,35.036,35.264,35.279,35.308,35.345,35.403,35.616,35.601,35.769,35.784,35.922,35.623,35.784,35.601,35.667,35.411,35.506,35.491,35.616,35.828,35.777,35.784,35.842,35.974,35.762,35.937,35.864,35.879,35.93,35.981,35.901,35.769,35.747,35.798,35.82,35.63,35.455,35.535,35.521,35.293,35.44,35.279,35.301,35.374,35.579,35.535,35.733,35.733,35.791,35.85,35.491,35.944,35.535,35.601,35.521,35.674,35.718,35.601,35.63,35.784,35.66,35.93,35.915,35.725,35.777,35.528,35.572,35.601,35.499,35.352,35.543,35.579,35.337,35.601,35.499,35.469,35.308,35.271,35.279,35.139,35.125,35.051,34.83,35.161,34.926,34.992,34.919,34.705,34.926,34.86,34.845,34.889,34.897,35.007,34.69,34.86,34.735,34.845,34.742,34.616,34.609,34.698,34.676,34.469,34.557,34.661,34.609,34.639,34.506,34.779,34.683,34.757,34.786,34.72,34.727,34.816,34.683,34.646,34.676,34.838,35.0,34.992,35.0,35.433,35.403,35.608,35.74,35.937,36.046,36.097,36.199,36.279,36.141,36.207
35.981,35.915,35.718,35.85,35.733,35.652,35.601,35.301,35.308,34.742,35.132,34.83,34.646,34.639,34.779,34.882,34.83,34.911,34.897,35.169,35.139,35.051,34.845,34.867,34.69,34.727,34.757,34.69,34.816,34.72,34.69,34.624,34.676,34.771,35.029,34.86,34.933,34.882,35.014,35.301,35.103,35.029,35.029,35.095,35.044,34.985,35.235,35.007,35.058,35.257,35.095,35.161,35.007,35.147,35.235,35.198,35.535,35.411,35.638,35.674,35.828,35.82,35.893,35.864,35.806,35.755,35.616,35.462,35.594,35.784,35.682,35.864,35.842,35.886,35.784,35.82,35.813,36.017,36.054,35.995,35.937,36.032,35.995,35.879,35.886,35.85,35.645,35.696,35.733,35.586,35.462,35.374,35.455,35.477,35.608,35.535,35.506,35.586,35.995,35.988,35.944,35.806,35.703,35.864,35.594,35.718,35.586,35.572,35.696,35.696,35.565,35.586,35.682,35.645,35.667,35.66,35.645,35.462,35.462,35.572,35.469,35.403,35.608,35.477,35.433,35.469,35.528,35.198,35.169,35.227,35.169,35.132,34.926,35.022,34.978,34.904,34.955,34.97,34.86,34.911,34.933,34.823,34.808,34.955,34.646,34.771,34.72,34.852,34.757,34.793,34.742,34.727,34.698,34.587,34.727,34.631,34.535,34.535,34.653,34.498,34.535,34.616,34.749,34.653,34.661,34.882,34.889,34.845,34.764,34.793,34.742,34.897,34.845,34.978,34.889,35.183,35.264,35.484,35.696,35.908,35.74,35.901,36.221,36.228,36.119,36.126
35.959,35.922,35.791,35.718,35.871,35.521,35.667,35.491,35.191,34.823,35.0,34.985,34.816,34.676,34.838,34.86,34.852,34.963,34.897,35.051,35.095,34.948,34.955,34.764,34.72,34.41,34.742,34.535,34.897,34.801,34.742,34.852,34.69,34.823,35.007,34.838,35.044,34.955,34.978,35.066,35.014,35.132,34.897,34.933,35.103,35.11,35.132,35.191,35.213,35.125,35.103,35.139,35.11,35.227,35.242,35.462,35.447,35.418,35.63,35.616,35.864,35.725,35.981,36.003,35.755,35.718,35.623,35.616,35.557,35.513,35.711,35.974,35.791,35.886,35.995,35.988,35.974,36.141,35.937,36.025,36.068,36.032,35.85,35.952,35.93,35.879,35.813,35.594,35.652,35.586,35.725,35.66,35.403,35.403,35.499,35.565,35.703,35.747,35.886,35.901,35.966,35.777,35.63,35.966,35.74,35.484,35.484,35.674,35.638,35.418,35.506,35.506,35.601,35.674,35.703,35.616,35.477,35.455,35.682,35.433,35.455,35.293,35.462,35.411,35.323,35.396,35.44,35.242,35.22,35.147,35.191,35.125,35.103,35.169,34.948,35.08,34.926,34.882,35.073,34.867,34.904,34.646,34.852,34.933,34.668,34.808,34.594,34.882,34.683,34.823,34.793,34.808,34.742,34.867,34.602,34.624,34.801,34.639,34.58,34.587,34.358,34.668,34.705,34.757,34.72,34.705,34.867,34.727,34.845,34.705,34.712,34.97,34.83,35.11,34.919,35.139,35.506,35.645,35.798,35.645,35.857,35.908,36.003,36.09,36.156,36.032
