33.13,32.808,33.025,33.183,32.861,32.891,32.778,32.47,32.115,31.6,31.684,31.106,30.602,30.678,30.333,30.087,30.102,30.172,29.57,29.84,29.91,29.663,29.748,29.825,29.817,30.095,29.995,29.91,29.856,30.102,30.033,30.364,30.479,30.655,30.732,30.785,31.075,31.296,31.464,31.646,31.699,31.585,32.04,31.964,31.926,31.896,31.926,32.017,32.078,32.289,32.259,32.304,32.5,32.643,32.402,32.432,32.455,32.65,32.695,32.853,32.921,32.906,32.965,33.033,32.861,33.115,33.04,33.212,33.28,33.548,33.369,33.287,33.384,33.16,33.414,33.01,33.28,33.063,33.227,32.965,33.078,32.95,33.1,33.048,33.287,33.354,33.474,33.742,33.645,33.735,33.668,33.854,33.935,33.987,33.839,33.846,33.794,33.928,33.98,34.002,33.668,33.586,33.727,33.548,33.601,33.407,33.362,33.085,33.22,33.235,33.414,33.369,33.504,33.295,33.34,33.354,33.138,33.048,33.13,33.235,33.108,32.988,33.085,33.033,32.921,32.823,33.22,33.048,33.04,32.883,33.198,33.227,33.205,33.13,33.093,33.13,32.846,32.95,32.913,33.04,32.898,33.145,32.898,32.921,32.921,32.883,32.763,32.801,32.801,32.808,32.861,32.372,32.266,32.01,32.221,31.987,32.115,31.957,32.047,32.002,32.198,32.259,32.334,32.289,32.447,32.598,32.68,32.733,32.643,32.447,32.183,32.251,32.055,32.07,31.782,32.002,31.752,31.714,31.919,31.805,31.836,31.737,31.76,31.638,31.843,31.729,31.76,31.866,31.904,31.896,32.221,32.206,32.733,33.1
33.108,33.257,33.205,33.377,33.1,32.823,32.725,32.59,32.062,31.76,31.888,31.258,30.823,30.854,30.448,30.264,30.072,30.133,30.179,30.064,29.863,29.964,29.709,29.624,29.833,29.933,29.863,29.794,29.987,30.102,30.048,30.364,30.21,30.502,30.755,30.762,31.098,31.175,31.281,31.487,31.487,31.532,31.911,31.904,31.775,31.881,31.926,31.904,31.964,32.025,32.055,32.342,32.492,32.47,32.312,32.485,32.568,32.394,32.56,32.898,32.77,32.725,32.95,33.145,33.123,33.1,33.317,33.183,33.153,33.242,33.115,33.033,33.377,33.018,33.198,33.078,32.95,32.98,33.145,32.936,32.921,32.808,33.115,32.95,33.302,33.257,33.212,33.422,33.422,33.645,33.794,33.608,33.794,33.868,33.757,34.002,33.898,33.891,33.727,33.846,33.571,33.444,33.519,33.429,33.287,33.145,32.995,32.95,33.115,33.025,33.31,33.175,33.31,33.362,33.31,33.183,33.1,33.19,33.22,33.175,33.31,33.168,33.25,33.063,32.876,32.83,33.078,33.16,32.928,32.988,33.198,33.183,33.085,33.048,33.138,32.98,33.085,33.115,33.085,33.108,32.906,32.936,32.965,32.958,33.13,32.883,33.025,32.943,32.928,32.808,32.793,32.605,32.507,32.153,32.198,32.153,31.972,32.025,32.213,32.229,32.062,32.236,32.206,32.402,32.349,32.583,32.613,32.658,32.545,32.274,32.312,32.198,32.032,32.01,31.722,31.646,31.578,31.699,31.934,31.578,31.805,31.676,31.851,31.76,31.782,31.608,31.964,31.941,31.926,32.047,32.04,32.304,32.568,33.108
32.958,33.13,33.302,33.25,33.175,32.958,32.755,32.522,32.168,31.745,31.79,31.274,30.93,30.808,30.517,30.125,30.371,30.033,30.095,29.894,29.971,29.817,29.585,29.701,29.647,29.879,29.802,29.748,29.794,30.095,30.149,30.371,30.287,30.525,30.556,30.647,30.946,31.228,31.182,31.365,31.532,31.433,31.707,31.881,31.638,31.669,31.851,31.79,31.767,31.904,32.357,32.221,32.432,32.522,32.312,32.47,32.372,32.334,32.703,32.568,32.77,32.635,32.785,33.025,32.936,33.04,33.085,33.13,33.078,33.078,33.04,32.973,33.227,32.748,32.995,32.733,32.943,32.703,32.891,32.613,32.703,32.703,32.883,32.921,33.138,33.055,33.227,33.227,33.377,33.489,33.414,33.683,33.683,33.854,33.757,33.883,33.683,33.906,33.764,33.63,33.452,33.347,33.31,33.175,33.16,33.055,32.913,32.891,33.003,32.853,33.183,33.198,33.175,33.13,33.078,33.078,33.16,32.965,33.078,33.108,33.018,33.003,32.973,33.078,32.973,32.965,32.861,32.95,33.063,33.085,33.093,33.28,33.085,32.891,32.928,32.95,32.868,33.168,32.71,33.025,32.853,33.07,32.98,33.003,33.138,32.778,33.01,32.846,32.77,32.868,32.718,32.5,32.462,32.259,32.251,32.161,32.085,31.934,32.108,32.032,32.161,32.281,32.477,32.327,32.425,32.553,32.613,32.538,32.387,32.274,32.198,32.244,32.002,31.851,31.578,31.775,31.714,31.729,31.904,31.623,31.767,31.654,31.866,31.767,31.76,31.722,31.896,31.904,32.002,32.062,32.266,32.455,32.801,32.988
33.093,33.332,33.13,33.287,32.943,32.936,32.65,32.432,32.123,32.025,31.699,31.365,30.938,31.152,30.54,30.256,30.21,30.149,30.125,29.91,30.064,29.771,29.825,29.516,29.624,29.67,29.833,29.724,29.833,30.01,30.033,29.902,30.279,30.456,30.533,30.67,30.839,31.098,31.22,31.258,31.373,31.54,31.714,31.729,31.509,31.828,31.714,32.108,31.964,31.919,32.078,31.941,32.447,32.259,32.153,32.251,32.281,32.485,32.477,32.71,32.658,32.658,32.71,32.965,33.003,32.906,33.033,33.048,33.003,33.018,33.183,32.861,32.958,32.733,32.861,32.763,32.583,32.733,32.868,32.74,32.868,32.853,32.748,32.898,33.145,32.876,33.145,33.25,33.302,33.474,33.526,33.407,33.616,33.891,33.668,33.809,33.757,33.727,33.504,33.571,33.422,33.399,33.25,33.257,33.078,33.078,33.048,32.755,32.823,32.883,33.003,33.01,33.048,33.078,33.055,32.936,33.048,32.928,33.04,33.175,33.13,33.115,33.108,32.823,32.77,32.891,32.958,33.003,32.913,33.1,33.257,33.123,32.83,33.055,32.995,33.175,33.048,32.943,32.965,33.212,33.003,32.988,32.995,32.958,32.853,32.793,33.048,32.973,32.793,32.59,32.718,32.47,32.47,32.296,32.379,32.274,32.221,32.078,32.062,32.206,32.176,32.372,32.319,32.379,32.447,32.568,32.357,32.387,32.221,32.146,32.01,32.01,31.866,31.669,31.669,31.669,31.532,31.593,31.737,31.532,31.813,31.555,31.873,31.646,31.623,31.691,31.813,31.873,31.896,32.017,32.085,32.41,32.816,32.868
32.906,33.025,32.913,33.138,32.868,32.921,32.718,32.568,32.085,31.881,31.767,31.487,30.999,31.213,30.602,30.41,30.448,30.302,30.125,30.141,30.048,29.817,29.771,29.67,29.709,29.809,29.755,29.663,29.647,29.871,30.064,30.048,30.279,30.256,30.433,30.502,30.479,30.831,31.014,31.243,31.197,31.296,31.562,31.593,31.616,31.547,31.585,31.707,31.487,31.729,32.047,32.093,32.244,32.462,32.206,32.153,32.138,32.274,32.41,32.522,32.462,32.568,32.62,32.688,32.725,32.808,32.703,32.718,32.703,32.891,32.861,32.83,32.883,32.538,32.793,32.695,32.643,32.507,32.71,32.605,32.793,32.763,32.65,32.718,33.025,32.868,33.01,33.115,33.302,33.347,33.31,33.384,33.526,33.712,33.392,33.668,33.504,33.407,33.429,33.504,33.332,33.287,33.205,32.965,33.055,33.025,32.83,32.643,32.755,32.703,32.868,32.755,32.861,32.868,32.913,32.816,32.98,32.913,32.921,32.891,32.988,32.906,32.83,32.921,32.823,33.048,32.973,32.906,32.883,32.98,32.988,32.95,32.83,33.025,32.906,32.883,33.04,33.04,32.921,33.04,32.808,33.07,32.846,32.958,32.958,32.98,32.861,32.868,32.823,32.808,32.59,32.515,32.447,32.161,32.251,32.183,32.176,32.078,32.146,32.13,32.319,32.138,32.168,32.025,32.372,32.432,32.357,32.304,32.161,31.888,31.911,31.729,31.813,31.517,31.418,31.593,31.334,31.562,31.464,31.555,31.638,31.487,31.798,31.616,31.684,31.631,31.699,31.813,31.828,31.873,31.949,32.485,32.763,32.988
32.883,32.965,32.898,32.995,32.883,32.816,32.658,32.545,32.296,32.161,31.896,31.471,31.296,31.144,30.724,30.54,30.379,30.448,30.225,30.325,30.118,29.91,29.601,29.825,29.84,29.779,29.856,29.755,29.817,29.779,29.894,30.002,30.133,30.256,30.456,30.295,30.464,30.785,30.747,31.106,31.136,31.22,31.487,31.471,31.654,31.54,31.373,31.638,31.676,31.782,32.153,32.017,32.281,32.402,32.266,32.153,32.153,32.1,32.334,32.304,32.515,32.507,32.5,32.522,32.65,32.785,32.763,32.635,32.56,32.62,32.673,32.59,32.801,32.598,32.725,32.545,32.507,32.74,32.733,32.507,32.598,32.703,32.635,32.575,32.98,32.778,33.033,33.123,33.1,33.414,33.295,33.317,33.31,33.34,33.212,33.302,33.414,33.466,33.287,33.28,33.198,32.936,33.085,32.943,32.793,32.891,32.65,32.68,32.77,32.507,32.74,32.74,32.77,32.846,32.77,32.838,32.808,32.778,32.921,32.973,33.205,32.861,32.823,32.906,32.853,32.921,32.936,32.943,32.823,32.77,32.965,32.913,32.725,32.891,32.801,32.943,33.055,32.868,32.883,33.153,33.04,33.078,32.801,33.078,33.093,32.95,32.801,32.995,32.936,32.785,32.695,32.568,32.425,32.296,32.319,32.289,32.274,31.972,32.198,32.055,32.281,32.153,32.123,32.093,32.251,32.259,32.319,32.191,32.229,32.032,31.722,31.479,31.578,31.471,31.136,31.509,31.38,31.578,31.707,31.403,31.509,31.479,31.623,31.532,31.684,31.654,31.464,31.76,31.707,31.896,32.213,32.364,32.733,33.175
32.703,32.59,32.688,32.906,32.868,32.793,32.575,32.485,32.168,32.017,31.813,31.517,31.365,31.304,30.846,30.533,30.579,30.417,30.417,30.11,30.095,29.871,29.802,29.585,29.779,29.794,29.786,29.763,29.701,29.771,29.948,30.048,30.072,30.202,30.394,30.287,30.441,30.785,30.762,30.999,30.961,31.007,31.464,31.357,31.411,31.509,31.35,31.502,31.616,31.646,31.836,31.979,32.1,32.198,32.115,32.236,32.115,32.108,32.342,32.289,32.387,32.251,32.477,32.432,32.65,32.605,32.68,32.748,32.447,32.605,32.605,32.665,32.785,32.372,32.62,32.417,32.44,32.62,32.56,32.47,32.425,32.522,32.56,32.553,32.748,32.755,33.01,32.868,32.973,33.198,33.198,33.175,33.183,33.227,32.943,33.145,32.928,33.19,33.093,33.25,33.085,32.988,32.861,32.808,32.883,32.928,32.718,32.598,32.545,32.538,32.613,32.598,32.755,32.538,32.658,32.763,32.725,32.725,32.808,33.078,33.055,32.95,33.093,32.891,32.921,32.876,32.898,32.988,32.83,32.83,33.04,32.823,32.763,32.876,32.763,32.943,32.755,33.168,32.891,33.108,32.898,33.033,32.988,32.898,33.1,32.973,32.936,32.906,32.958,32.838,32.778,32.778,32.522,32.417,32.289,32.327,32.312,32.1,32.025,32.191,32.047,32.085,32.115,32.085,32.221,32.244,32.327,32.221,31.979,31.691,31.676,31.479,31.418,31.266,31.19,31.274,31.129,31.441,31.334,31.395,31.456,31.441,31.517,31.441,31.373,31.449,31.578,31.585,31.745,31.805,32.093,32.425,32.755,33.175
32.695,32.695,32.68,32.883,32.733,32.703,32.575,32.583,32.274,32.251,32.017,31.608,31.395,31.411,30.869,30.762,30.701,30.678,30.371,30.164,30.056,30.002,29.802,29.585,29.856,29.755,29.825,29.647,29.871,29.639,29.894,29.933,30.233,30.072,30.302,30.256,30.394,30.586,30.64,30.846,30.908,31.037,31.373,31.312,31.251,31.342,31.388,31.403,31.479,31.76,31.76,31.82,31.941,32.206,32.221,32.032,32.1,32.191,32.334,32.538,32.47,32.289,32.342,32.364,32.553,32.628,32.62,32.59,32.53,32.598,32.801,32.643,32.725,32.44,32.583,32.357,32.417,32.59,32.447,32.5,32.485,32.538,32.59,32.515,32.793,32.74,32.801,32.891,32.988,32.883,33.063,32.973,32.823,33.033,32.673,32.898,32.71,32.891,32.808,32.973,32.846,32.876,32.74,32.725,32.793,32.748,32.77,32.447,32.492,32.507,32.628,32.598,32.432,32.635,32.545,32.77,32.823,32.928,32.77,33.055,33.063,32.98,32.95,32.861,32.98,32.921,32.906,32.838,32.808,32.936,32.853,32.943,32.861,32.725,32.965,32.733,32.936,33.01,33.04,33.16,33.018,32.988,33.1,33.055,33.048,33.145,32.838,33.1,32.876,32.913,32.958,32.725,32.583,32.447,32.477,32.274,32.176,32.01,32.093,31.934,31.957,31.957,31.972,31.994,32.146,32.251,32.078,31.941,31.737,31.487,31.441,31.35,31.281,31.106,31.014,31.205,31.129,31.258,31.304,31.296,31.638,31.296,31.585,31.243,31.555,31.388,31.441,31.57,31.714,31.729,31.964,32.319,32.65,33.145
32.62,32.515,32.703,32.71,32.62,32.77,32.538,32.477,32.342,32.093,32.07,31.6,31.334,31.479,30.908,30.732,30.609,30.563,30.41,30.172,30.218,29.971,29.678,29.709,29.817,29.663,29.802,29.755,29.539,29.848,29.848,29.863,30.01,30.102,30.225,30.102,30.318,30.663,30.487,30.778,30.877,31.037,31.251,31.236,31.35,31.547,31.411,31.296,31.623,31.517,31.646,31.752,31.805,31.828,31.941,31.979,31.888,32.047,32.274,32.093,32.251,32.229,32.334,32.387,32.47,32.598,32.553,32.417,32.44,32.56,32.402,32.778,32.733,32.41,32.327,32.41,32.447,32.605,32.5,32.394,32.364,32.53,32.477,32.553,32.748,32.628,32.688,32.906,32.778,32.838,32.898,32.65,32.62,32.838,32.583,32.733,32.56,32.755,32.733,32.77,32.583,32.522,32.793,32.853,32.755,32.643,32.74,32.357,32.56,32.462,32.455,32.553,32.522,32.455,32.733,32.921,32.891,32.755,32.83,32.913,33.025,33.07,32.958,32.868,32.816,32.913,33.048,32.913,32.703,32.71,32.891,32.763,32.755,32.876,32.898,33.018,32.763,33.055,32.988,33.16,32.943,33.018,33.01,32.98,32.891,32.906,33.055,33.13,33.01,32.921,32.936,32.74,32.748,32.485,32.515,32.244,32.259,31.888,31.873,31.707,31.904,31.813,31.813,31.752,31.843,31.896,31.851,31.714,31.585,31.258,31.433,31.197,31.106,30.953,30.846,31.037,30.93,31.098,31.296,31.167,31.388,31.228,31.327,31.228,31.258,31.175,31.22,31.433,31.707,31.722,32.032,32.507,32.861,33.183
32.44,32.53,32.522,32.56,32.402,32.5,32.425,32.41,32.477,32.176,32.055,31.707,31.525,31.395,31.053,30.93,30.724,30.93,30.594,30.287,30.172,30.195,29.786,29.663,29.894,29.833,29.948,29.755,29.856,29.902,29.833,29.724,30.033,30.025,30.102,30.248,30.318,30.533,30.433,30.686,30.808,30.877,31.159,31.281,31.365,31.22,31.342,31.236,31.312,31.517,31.638,31.775,31.851,31.767,31.722,31.896,32.04,31.919,32.115,32.093,32.191,32.304,32.259,32.583,32.334,32.665,32.304,32.59,32.123,32.417,32.477,32.41,32.575,32.274,32.492,32.402,32.492,32.583,32.733,32.417,32.455,32.327,32.673,32.583,32.718,32.703,32.763,32.801,32.838,32.658,32.673,32.718,32.545,32.718,32.665,32.5,32.628,32.635,32.568,32.59,32.515,32.568,32.605,32.62,32.823,32.71,32.568,32.538,32.507,32.357,32.522,32.538,32.432,32.538,32.545,32.688,32.793,32.74,32.98,32.995,32.973,33.04,33.1,32.83,32.816,33.018,32.973,32.868,32.658,32.898,32.801,32.793,32.853,32.77,32.853,32.958,32.965,32.943,32.95,33.25,32.95,33.123,32.846,33.093,33.108,33.153,33.16,32.995,32.965,33.123,32.853,32.823,32.673,32.432,32.447,32.296,32.146,32.01,31.82,31.911,31.866,31.805,31.858,31.684,31.661,31.699,31.707,31.479,31.479,31.159,31.266,30.908,30.93,30.984,30.854,30.816,30.839,30.647,30.946,30.885,31.205,31.159,31.251,31.091,31.22,31.022,31.319,31.274,31.449,31.547,31.979,32.477,32.725,33.496
